,stemmed,sentiment
8929,benci goblok smua g punya otak pikir pakr kontol anjinggggkamukomen banyak yg dapet duit malah neng nambahin duit anjing goblok bangsat vagina,-1
8930,benci goblokk kalau tau bagaimana si soapking diem kotor goblokk tu sebenernya emang gitu bangsat emang wkwkwkwkw becanda bang salam gemar bang dukung ku terus,-1
8931,benci benci vagina kamu kencing lurus tolol,-1
8932,benci benci tolol bang garena anjiinkk n vidiokamudri dooloo emng tidak jlas mnghibur bangsat,-1
8933,benci indo mah jahat jahat,-1
8934,benci is just fuckin hate you bego,-1
8935,benci alien kontol,-1
8936,benci anjing fucking bits kontol by benci kentot haterss fuck fuck,-1
8937,benci bocah cuman bilang anjing kentot tolol kontol tau arti kata,-1
8938,benci ibarat semvak yg di pasang tidak gara gara semvak benci lebih buruk pada bau upil kudha,-1
8939,benci kaya kontol bang cmn liatkamudari sikapkamudoang gataukamulebih aku salut samakamubang ngebantu anak yatim piatu respect for you soapking,-1
8940,benci kalau benci knp nonton,-1
8941,benci kamu otak tengah ngomong anjing bangsat vagina jembut tai kontol benar kak,-1
8942,benci kontol,-1
8943,benci kalau komentar maki maki kalau ketemu ngajakin foto aneh anjing,-1
8944,benci jahat,-1
8945,benci jahat kamu bego kontol,-1
8946,benci jahat serah benci lah anjing emangkamusiapa bngsd,-1
8947,benci jahatnt hahah,-1
8948,benci kontol,-1
8949,benci kontol,-1
8950,benci kontol anak hasil sperma koret kondom bocor,-1
8951,benci kontol anjing,-1
8952,benci kontol bela kamu rickwkagi salam shoapers semarang,-1
8953,benci kontol banyak makan micin kali yaa,-1
8954,benci kontol mati ajg,-1
8955,benci kontol vagina jembut ribut ayo kontol sama aku kentot kalau kamu neng sama ni chanel kamu ngapain nonton bangsat,-1
8956,benci kontol smua komentar,-1
8957,benci kontol gemar goblok lu,-1
8958,benci kontol karya banyak suara,-1
8959,benci kontol yg benci anak haram,-1
8960,benci kontolllll,-1
8961,benci kurang kerja mau pikir erick hidup baik yg buat video gblok yg lbih gblok urus urus hidup orang chanel orang urusin,-1
8962,haterskamukalo liatkamugiveaway laptop rog langsung bilang subscribekamudari lama bang benci kontol by the way tq benci make money fast wkwkwkwk,-1
8963,haterskamucam kontol anjing banyak nonton bok p,-1
8964,haterskamukebanyakan bocah kontol rick,-1
8965,benci ma goblok anjing,-1
8966,benci mana yg jahat port buatkamuanjinkk terus karya terus toxic budaya support lah njingonte pepek mama kalian kena kentot kepiting,-1
8967,benci vagina cuma bilang comen kontol berani langsung orang,-1
8968,benci vagina kontol erickontolim pro,-1
8969,benci lebih baik kerja anjing kamu hate si erick yg makin kaya kamu yg hate bakal kaya tetap miskin anjing,-1
8970,benci kentot klau kagak mw nnton kgk ush tonton anjing,-1
8971,benci goblok makin kaya lol lebih baik kamu samperin kalau terima sosmed doang tolol,-1
8972,benci otak kontol hahahah,-1
8973,benci gemar pepek bego vagina tolol,-1
8974,benci tai anjing,-1
8975,benci tolol cuma manas manasin doang,-1
8976,benci tolol gaada otak micin bego autiz nolep,-1
8977,benci tolol gabsa hargain karya orang lebih baik matikamuhaters tolol keep strong bang ericko lim terus karya,-1
8978,benci tolol ngedukung erick brroo dassar benci sampah,-1
8979,benci tolol makin bully makin maju si erick hahaha benci fuck,-1
8980,benci tolol malah tambah duit njer,-1
8981,benci jembut netijen seperti biji erick seperti kontol,-1
8982,benci watch anjing,-1
8983,benci yg katrok norak banget yg bilang ngundang pake dm sopan tolol gitu,-1
8984,benci yg ngebully erick muka kotor semua anjing,-1
8985,benci yg paling tertawa aku yg pertama mem k ngilu rasa kaya bagaimana anjir baru tau aku bangsat by the way buat erickolim bangsat kau,-1
8986,hatersnya ericko goblok semua g ad yg pinter cuma ngetik keyboard doang kalau gitu napa punya hape kalau usernya bodoh g guna jadi faedah gitukamukontol tertawa sumpah aku dengerin ericko lim baca komentar benci anjinkkkk,-1
8987,haterss anjingg ericko lim gokil semangat bang karya family friendly,-1
8988,haterss kontol bangsaat toxicc kentot,-1
8989,hatersss kontolll,-1
8990,hatres kontol anjing makanya suruh emak kamu kalau ngewek jangan dapur biar campur micin manik bapak kamu anjing entot,-1
8991,hatres ngapain nonton orang gila nntn dia kocakgoblokhetres ngapain nonton anjing,-1
8992,hatrezzzzz kontollll,-1
8993,haters blgin erick kontol lim sampah bangkai salah lo,-1
8994,haters emng lama punya otak anjing kamu kalau comment jelek lebih baik usah anjing karya karya ngapa kamu sok an sifat orang beda anjing jan kamu smain kamu ken ericko alim gitu bisa bro terus jan muna deh kamu ngomong jorok ajh sering ngapain muna kamu haters kontol kamu haters kaya yahh dokter otak buat chek otak bebel bego idiot tolol,-1
8995,haters goblok kalau suka usah liat yg maksa buat kamu liat chanel family friendly goblok satu squad suka chanel salam gemar ajg fuck your haters,-1
8996,haters emng lama punya otak anjinkkamukalo nya comment jelek lebih baik usah anjing karya karya ngapakamupada sok an sifat orang beda anjing jankamusmainkamupengen ericko alim gitu tidak bisa bro terus jan muna dehkamungomong jorok ajh sering ngapain muna sihkamuhatters kontol dankamupara haters kaya yahh ke dokter otak buat chek otak bebel bego idiot tolol,-1
8997,haters kontol dh tau chanel cuman buat seru an dasar haters kontol chanel family frendly,-1
8998,haters kontolbisanya cuma nyiyir karya orang anjinkpackage cm horny cewe lagi aku udah subscribe kak ody ama erickolim,-1
8999,haters lipetan kontol punya kerja mikirin idup orang,-1
9000,haters tololl wanjng wkwkwkwk gemar,-1
9001,haters pokok kudu nonton anjing,-1
9002,hattersnya erik kaya kontol bapak,-1
9003,hay erickkontl kamu guna tidak becus suka ngatain orang kaslahan air mani bapalo yg buat bakat jadi anak toxik aku tetap vans sama kau,-1
9004,he erikontolim kamu update pidio tiap hari njing pliss,-1
9005,heater cuma dikit anjingg,-1
9006,heaters mah bebas anjing,-1
9007,heaters nyusahin diri sendiri bangsat gasuka gausah nonton anjing kesel aku a,-1
9008,heaters tolol kamu jelekin erick sama arti kamu ngasi konten erick oceh klean uang goblok,-1
9009,heaters tololllll,-1
9010,heaterss kontollc ttp semangat,-1
9011,hetars kontol,-1
9012,heter sok an lah bangsat,-1
9013,benci goblok sok bijak semua bangsat ngaca bego katakamuitu benar apa sok bilangin org tolol,-1
9014,benci punya pikir kalau mampu ngeyoutube apa tidak usah jelek in org tod ini benci tai benci bangsat cobakamuyg buat konten youtube,-1
9015,benci kontol di pihak erick anjing komentar jahatkamuyg guna malah buat erick makin semangat buat buat videohhhhhh sungguh haru buat benci bocah kampung,-1
9016,hetersos kampangos kontolos,-1
9017,hetrs kontol biar erick didik nonton kontol,-1
9018,hey erico kontol baca jnngan bacot ayo main squn kontol main free fire,-1
9019,hey benci kamu semua nonton daylen video bahas ericko lim si daylen bilang kalau ericko lim kalau luar kamera kagak bakal toxic sopan kalau kamera toxic sopan buat hibur tolol,-1
9020,hey kalian benci anjing,-1
9021,hey kalian yg islam kalian percuma kalian baik ngebokep terus peace,-1
9022,hey lim tolol jes no kontol x botak kamu botak ajg,-1
9023,hey ladies kalian rasa vagina kalian ngilu lihat video inikontol i m not benci suka usah nonton anjing kalaukamuga mau nonton kalau jijik tutup youtube anak anak teruss kasih sandi kentot,-1
9024,hhhhhhh you tobe paling gokil kontol,-1
9025,hidup kamu hina anjing dapatin uang banyak kontol hina bangsad yt moba bangsad isep jempol kaki aku anjing aku bayar kamu gaji bulan,-1
9026,hidup kontol lim hahaha,-1
9027,hidup rad anjing jangan lembek aku suka gaya kamu eriko tahan kontol mu,-1
9028,hidup raja coli,-1
9029,hiduplu kebanyakna iklan anjing,-1
9030,hiduppp erickontoruuuuuuuu ululululuuuu,-1
9031,hmm kecewa sama mu rickkamubikin janji juta subscribe botak tidak tepat anjing,-1
9032,hmm kontol ericko lim item ajg,-1
9033,homo anjing,-1
9034,hu cupu kamu berani ngejelekin arap liat diri kamu,-1
9035,hwhw jangan nilai orang luar guys im soapersstengah anjing,-1
9036,hy mamank erick kontol lim tidak aku buat video ngedisss elu tol pake music elu cuma lirik doang buat sendiri,-1
9037,i dont give fuck fucking bitch tertawa sumpah anjengkamutol erick ahhahahahah good good lanjut anjing ahahhaha,-1
9038,i like king kontol hahahha bau vagina,-1
9039,i like you erick kontol wkwkwk,-1
9040,i like you erikontolim wkwkwkwk,-1
9041,i lovee you ericko lim aku fans beratkamukontol,-1
9042,ibu kamu kimak kontol,-1
9043,ibukamungentot ama anjing kontol muka asu,-1
9044,idiot benci ericko lim hidup soapking,-1
9045,iklan banyak beut dah bangsat,-1
9046,iklan skip bangsat,-1
9047,iklan skip kontoll,-1
9048,iklan aku skip iklan sedih coek,-1
9049,iklan kamu banyak banget kontol,-1
9050,iklankamubanyak banget anjing,-1
9051,iklankamugua skip satu anjing soal rem wkwkwk,-1
9052,iklan menit skipp anjing langsung hidup kamu,-1
9053,iklan ngk skip anjing semangat terus rick dukung luric terus karyakamudi hujat pikir goblok netijen yg otak somplak pikir tolol,-1
9054,iklan bisa skip sial aku bkin kaya lagi,-1
9055,iklan panjang banget kontol,-1
9056,iklan keren tod,-1
9057,iklanya skip anjing,-1
9058,ilham wibowo anak sampahkamubowo bowo anjing,-1
9059,ingat banyak benci auto kaya arya konten toxic kamu kamu satu youtuber yg muka kontol,-1
9060,inget guys kalau nyari duit sampe makan jembut wajar contoh si kontol kalau mau cepet kaya,-1
9061,inget janji rick juta subscribe botak anjing,-1
9062,teriak kontol,-1
9063,cenel kanya no indonesia kontol,-1
9064,cenel kanya nomer indonesia kontol,-1
9065,chanel baik dunia woi benci goblok wkkwk,-1
9066,mah gara arap si kontol pake baper ank haram,-1
9067,inti elu php pantek juta subscribe pen botak mana kampank kecewa aku elu php yutuber,-1
9068,inti kamu sampah ngera anjing kamu kontol,-1
9069,inti gausa dengerin haters kontol,-1
9070,intinyakamukontol erick wkwkwk santuy bae lah,-1
9071,into tertawa anjing,-1
9072,introkerenanjing,-1
9073,intro kontol is back y anjing kontol,-1
9074,intro lama balik bangsat,-1
9075,intro legend gatain erick tpikamumasih like sama subscribe dasar tolol,-1
9076,intro legendnos balik kontolos,-1
9077,intro suka aku kentot abiz,-1
9078,intro baik ntaaps anjiinngg,-1
9079,intro aku tunggu pers gtau bocah mana ngeheatrskamutapi yg saya tau bocah kontol,-1
9080,intro paling tunggu collab top global sultan isi sendi baru chanel tidak suka koment sini gelud anjing send alamat kontol,-1
9081,intro yg lama kgk dengerin intro kontol ada sirando,-1
9082,introkontolehkocak,-1
9083,iri liat kontol kamu besar bang,-1
9084,bagi manusia punya kontol,-1
9085,dia gatau bang sifat aslikamugimana ngeliat video doang emang kaya kontol gitu benci,-1
9086,doang kata kotorkamungentot,-1
9087,tampan anjing,-1
9088,warpath apa daylen anjing,-1
9089,hatersnya ericko lim anak lahir pantat ditusbol pake kontol patah wkwkwkwkwwk anak kontol dong yang hate sama ericko lim,-1
9090,yg ngomong bilang lewat dm mati sih anjing tolol ampe rohhhhhhh anjing sursssss,-1
9091,iya bang kamu tampan onton anjing,-1
9092,iya buat si eric viral hatersnya sumbu pendek kasus reza arap fansnya arap ngeramein video meski cuma komentar ngejelekin si eri malah video sampe treding yt,-1
9093,iya erickolim kontol anjing kentot tau mana yg baik mana yg buruk mana yg patut contoh mana yg enggak bgsat skrg jdi toxic gara sering nonton videokamubangsat saya suka channelkamuanjing bgsat ngentotkamusalam gemar,-1
9094,kamu goblok erick goblok kalau kau suka video kau ikut goblok anjing,-1
9095,jaga sikap omong kamu syarat mati tua sakit,-1
9096,jahahah mungkin iri kaya kamu bang ata kontol anjing kentot bangsat,-1
9097,jahat bat dah,-1
9098,jahat palkon lu,-1
9099,jaman sekarang anak bau seperma ajah udah nonton bokep goblok hilang atur gituan anjing,-1
9100,jaman sekarang benci benci ada nama benci fans yg tunda benci is fucking hate you,-1
9101,jancok jemboet kontol taik ayam asuw kentot anak kotor bangsat,-1
9102,jangan banyak bacot anjing anti baper bangsat,-1
9103,jangan benci erickolim subscribernya juta,-1
9104,jangan degeri benci kontol bansat tu emang,-1
9105,jangan dengerin kata benci bang tetap diri luh semangat bangan erick ngumpulin subscribe goblok ngumpulin lama tahun tau truskamubilang beli cobakamukumpulin subskamusemua wkwkwkwk erick kontol,-1
9106,jangan dengerin kata benci terus karya konten toxic kamu kamu satu youtuber yg muka kontol,-1
9107,jangan anggap lah bang benci kontol,-1
9108,jangan hina erick emang laku kaya kontol,-1
9109,jangan hina erickolim kasi memang kaya kontol hahaha,-1
9110,jangan kamu bang artis yg cuma salah baju dibacotin netizen tolol,-1
9111,jangan lupa like kontol,-1
9112,jangan nang bang jelekisstrack haters seperti atta geledekoutube rewand ada yg bikintd,-1
9113,jangan ngaruh ama hujat benci koh erik kamu perlu d bully jg udah dongo sendiri ad yutuber tolol kaya kamu lg d dunia peryutuban tetap mjd yutuber paling anjin aku dukung kamu koh,-1
9114,jangan ngejelekin erickolim kasi,-1
9115,jangan peduli in itu heater kentot asu emang bocah kontol,-1
9116,jangan pernah nonton video erickontolim pake headset sayang gendang ting,-1
9117,jangan sok edgy bangsat,-1
9118,jangan terlalu pikir benci benci punya pikir sendiri,-1
9119,jelas tai video didik lebih baik keren,-1
9120,jelek kamu reza arab lebi tampan kamu tonton anjing gtv noh,-1
9121,jembot rasa asin keremes jembot apa ayam geprek edah mutu ush nonton mana dsr bocah kontol kamu malah nambahin adsen makanya kalau benci yg pinteran dikit napa dsr otak micini bagaimana mau kenal sumber uang yg dpt tu benci heran benci banyak erik makin upload video tiap hari biar dpt content banyak benci banyak uang makanya sekolah dulu yg benar dek,-1
9122,jessnokontol apa jessiskampang,-1
9123,jangan mudah serah bang jangan sampe bang erick hpus channel buat aku kontenkamuitu sangat guna bang kalang gamers satu bang jangan lupa upload video free fire bang terus pesan aku jangan hirau hina karena hina sumber semangat hidup capai mimpi,-1
9124,jijik bilangin org kontol video di tontonkamusmua sadar sihkamusmua iri tau iri arti tak mampu wkwkwkwk benci keg kontoll benci di poin gan jess no limit subscribe channel aku,-1
9125,jir endingnya lama cm bangga kamu mau punya vagina sini aku potong pelerlu jangan sok sok kontolll,-1
9126,jokowi kontol,-1
9127,juta isep tetek anjing erick,-1
9128,jual diri erick skip bangsat,-1
9129,jujur yutuber yg paling aku suka cuma ama orang because no citra tidak munafik yah walaupun seperti kontol karena seperti kontol gitu aku suka njirr,-1
9130,k dislike kontol,-1
9131,ka eric semangat ya kontol,-1
9132,kadang anjing bukan,-1
9133,kadang benci tau diri anjing ngatain org ngaca ttep semangat rick,-1
9134,kaget njir est anjeengg suka sama karya kamu bngst good luck erick,-1
9135,kalau aku saran buat youtuber jangan saling jelekin inget sama tuhan kenal hasilin duit sendiri syukur yaa,-1
9136,kalau suka usah tonton kntlll,-1
9137,kalau suka usah nonton anjingnk wkwkk never giveup bang karya,-1
9138,kalau suka jangan tonton anjing,-1
9139,kalau gasuka gausah nonton kontol,-1
9140,kalau gasuka usah nonton kentodd haters goblok,-1
9141,kalau suka usah tonton benci kontol gampang binggung ama netizen peler nyuruh orang baik emang situ siapa,-1
9142,kalau jahat bukan benci tolol,-1
9143,kalau kamu benci ngapain tonton anjing emang ni benci kontol,-1
9144,kalau kamu kwn ni terus anak kamu subscribe channel kamu terus tanya kamu pah papa ngapain kentot anjing gitu anjing,-1
9145,kalau kamu semua suka sama si erick kontol konten konten lebih baik usah nonton lah kalian cuma nambahin hasil anjing,-1
9146,kalau koment pikir dulu kontol benci anjing,-1
9147,kalau mau tonton hapus dong chanel luu tenge noobbb kontol,-1
9148,kalau muka erik kaya kontol aku tujuh so erik niat ngehibur anjing sesimple pikir kamu low nonton anjing kamu benci erik and erik sama muka kontol,-1
9149,kalau nga suka nga usah tonton kntd,-1
9150,kalau ngatain erick jelek arti ngatain udah ciptain erick dong,-1
9151,kalau ngejek kin elu biarin erick mungkin iri soapking tetep slalu dukung chanel kontol kamu bangsat tenang ya kontol h h h h,-1
9152,kalau ken pintar cari chanel yg didik kalau cari hibur tonton chanel eric pikir kontol,-1
9153,kalau suka ericko lim lebih baik gausah komentar ama nonton video benci kontol buaya,-1
9154,kalau suka gausah nonton goblok ma bang ericko kamu sama fans tod tiap video tonton lol,-1
9155,kalau suka jangan nonton anjing benci kontol cuman kommen,-1
9156,kalau suka jangan tonton anjing susah tolol emang netizen indonesia just for fun video bang erick ahhh kontol netizen indonesia jomblo abadi benci ericko,-1
9157,kalau suka usah tonton anjiing,-1
9158,kalau suka usah nonton anjeeennkkk,-1
9159,kalau suka usah nonton mudah anjingnggg,-1
9160,kalau suka usah nonton tongkol kotor pagantegek kamu makin kaya ngurusin orang hidup kamu benar sampah konten eric buat gemar bukan benci benci diem like lebih banyak dislike vagina,-1
9161,kalau yg blg kamu tolol erick balikin tolol benci mau buat melarat ikutin content saja komentar tiap video mangats erick lel i teak,-1
9162,kalem bang walaupun kamu kayak k kontol muka kaya vagina chanel kamu ampas aku tetep benci sama kamu,-1
9163,kalemin bang mungkin orang yg mampu youtuber youtuber yg ken punya subcriber juta wokwokwok benci bangga tolol,-1
9164,kalemin bang mungkin itu orang yg mampu youtuber youtuber yg ken punya subcriber juta wokwokwok benci bangga tolol,-1
9165,kalian benci banyak bacot buat channel yutub gabisa kalau viewernya misqiuen kalian g ngedit dasar tolol,-1
9166,kalian ngaku benci erick kalian liat video dan koment sini otak jual,-1
9167,kalau baik nama fans kontol kwkwkw,-1
9168,kalau bukan jahat nama bukan benci pinterrrrr goblok tolol bangsat anyinggg wkwkwkwk,-1
9169,kalau suka usah tonton mudah anjing hahahahaaa u hibur kan nonton video erik gwsah muna dahkamungntd masa iya maukamuikutin hidup nyata cuma dar video tonton bos gausah bawa bawa dalam hidup nyatakamudasar benci dongo inget cuma dar tonton bukan bapak kau nyuruh kau salto teruskamuturutin wkwkwk,-1
9170,kalau benci jahat nama gemar dong,-1
9171,kalau jelek gausah tiru,-1
9172,kalau jelek gausah tonton goblok,-1
9173,kalau kagak comen jahatkamugk bakal dapet duit,-1
9174,kalokamujahat otomatis benci ikut jahat bang,-1
9175,kalokamusemua ngehina si erick emg kalian udah atas erick gitu kalian ada apa apa lihat subscribe kali lan ngaca wooooy sebenernya erick apa kalian yg toxic,-1
9176,kalau masalah tampan emang iya anjingkamusama aku mas ganteng aku catet ya kontol,-1
9177,kalau mau channel didik sana nonton youtuber kepo anjing ytcrash kontol usah nonton kentot,-1
9178,kalau mau tenar buat karya sendiri kontol jan bangga dah comment ngotak kalian baca di channel juta subscribe ada faedah ajg,-1
9179,kalau rasa konten hina usah lanjut tonton bangsat gemar tau kalau konten eriko lim cuman kentot doang tidak lebih anjing,-1
9180,kalau misal doi beli subscribe harus lama dh ban kontol,-1
9181,kalau suka chanel erick yha gausah lihat lol ambil tuhh sisi negatif cerita erick memekkamubngst,-1
9182,kalau birah nonton bokep tolol,-1
9183,kalau sedih gara benci hapus air matalu sama duit erick,-1
9184,kaloo mau liat konten kontek faedah berpendidikankamunonton channel calon sarjana anjing ericolim emg kaya gin kontol bajing emg si eric mah tai,-1
9185,kampret lah njir,-1
9186,kamu ajah unsub anjengg gblok aku suka sama org hatter eriko lim sampe mati lanjut ericko lim moga sukses,-1
9187,kamu anak iblis anjing bangsat kontol omong kaya bukan manusia,-1
9188,kamu anjing bang ricooo biarin benci lipetan kontol goblok wkwkw,-1
9189,kamu apa maksud anjing kontol bangsat buat videolagu susu kontol mabok kamu ngomong kasar anjing mukalo kaya kontol makan rudal kamu ngedidik orang malah buat tolol,-1
9190,kamu baca sabar ngomong kotor mulu benci usah baca komennya,-1
9191,kamu bilang temen kamu bukti udah anggap kamu kaya sampah anjing kentot lebih baik kamu usah banyak bacot,-1
9192,kamu emang kontol cocok kamu lahir,-1
9193,kamu tampan tampan duit nyalo erico kontol,-1
9194,kamu ganteng kontol,-1
9195,kamu jelek kntlllll,-1
9196,kamu kalau mau nyari faedah sekolah anjing nyari rumus fisika quantum ajar anjing sini hibur doang kontol kalau suka tonton bangsat makin kaya goblok kamu pulang bacot habis laper goblok wkwkwkwk,-1
9197,kamu kalau punya benci arti kamu kenal lah tholol jangan ngebenci orang,-1
9198,kamu kaya benci,-1
9199,kamu kaya kontol sumpah aku sneng org yg kontol,-1
9200,kamu kenal ngomong bangsat sama anjing kamu ngefek arab apa diri kamu yg ngaca niru gaya arab main game aj ad yg pro kamu,-1
9201,kamu lim anjing kontol dasar kaya kamu tai anjing suka laku kamu anjing mau youtuber anjing,-1
9202,kamu lucu bang anjing,-1
9203,kamu marah tertawa kontol,-1
9204,kamu mau ngejudge bagaimana eric gabakal roast kontol wkwk,-1
9205,kamu mbuly eric dpt apa eric dapet duit kontol kotor kamu semua bangsad,-1
9206,kamu nulis apa apa bakal baca komentar kamu ras jd org sehat jelas g cuma tau kata anjing vagina kontol jahanam asu bangsat memang benci g punya otak,-1
9207,kamu semua kontol,-1
9208,udah q bilangk anjingk haram nontonya,-1
9209,kapan botak anjing,-1
9210,kapan botak anjing,-1
9211,kapan botak kontol,-1
9212,kapan botak kontol ttp keep calm,-1
9213,kapan botak kontol wkwkw,-1
9214,kapan ktemu lord solo erick kontol lim,-1
9215,kapan nonton eksperimen gila bodoh yg bakal lakuin hibur bodoh kamu rick ketawa ngetawain kamu kamu tolol hibur ena kesel sama ericko lim ericko lim lah usak generasi buah buah minum normal ngeres contoh pisang susu awal pisang susu la cemilan normal gara gara ericko lim semua ubah dunia banyak org ngeres jadi benci ericko lim org yg kgk ngeres cuma ngomong kotor ericko lim sifat ngeres ibu ericko lim sesal ngelahirin ericko lim ericko lim masuk agama kristen pernah tobat dasar generasi sekarang kamu ericko lim tobat lah sekarang lambat,-1
9216,kapan live kentot anjing,-1
9217,kapankamubotak anjing,-1
9218,karakter emang udah gitu tod jangan benci sok an suci anjinkkamungehate berartikamujuga kotor bangshad kalau yang bawa muslim semua umat muslim toleran kekkamukntod,-1
9219,kasih tau erick kalau orang kontol kayakamubisa buat youtube rewind paling ingat ingat panjang masa,-1
9220,kasihan buat benci makin sakit hati,-1
9221,kata bkinkamusakit hati,-1
9222,kata henti toxic kamu ngomong kasar nipu kamu kontol,-1
9223,kata kak erico lim ngomong anjing bangsat vagina jembut tai kontol benar kak,-1
9224,kata kamu banyak herters malah buat kaya wkwkwkkwkwkw erickontolim,-1
9225,kata kamu mau subscribe kamu minta subscribe kontollu,-1
9226,kata kata yg buat ericko marah,-1
9227,katakamugak mau subscribekamuminta subscribe kontollu,-1
9228,kata renti toxic anjing,-1
9229,kata botak anjing,-1
9230,kata benci tetep komentar nontonin video pikir lah anjing benci kontol,-1
9231,kebal anjing mempan,-1
9232,banyak bacot tu benci anjing,-1
9233,banyak hetersnya tolol ampe dna hhhhh,-1
9234,banyak makan kembut anjing,-1
9235,banyak ngomong anjingkamumirip ama si stop erick cari kata kasar untuk daily bad workkamumemek misal ny,-1
9236,kecewa aku iklan cuma satu,-1
9237,kecewa aku iklan cuma satu,-1
9238,kekonyolankamuyang buat betah nonton channelkamubang wkwkwk jangan terlalu tolol,-1
9239,kurang konten ngan bacot ayo main squn kontol main free fire,-1
9240,kembangin kontol,-1
9241,ken ngomen hate bingung mau ngehate gmna aku hibur kontol,-1
9242,kenal gara ngomong bangsat sama anjing hahaha lyric cocok buat kamu ericko fucking lemu video sifat kamu smbng petakilan bgtu gatau hari kamu hati kamu kaya gmna no komentar bang,-1
9243,tidak dulu anjing upload tiap hari nunggu videokamunyet,-1
9244,saya tertawa anjir hibur banget sumpah sih benci haterkamurick au iri arti tak mampu wkwkwkwk benci keg kontoll benci di poin gan jess no limit subscribe channel aku,-1
9245,banyak yg koment bully erik g punya foto jangan muka yg mirip anjing kontol vagina asu kotor,-1
9246,vagina ngilu tertawa anjing,-1
9247,subscriber erick naik naik,-1
9248,keren sampe aku subscribe x anjing,-1
9249,kiamat makin dekat tanda salah satu orang bangga jelek dosa dosa buat konten pikir dampak video buat orang pikir diri sendiri duniawi ingin cari uang halal segala cara manusia laknat,-1
9250,kiano pratama aku bilang iyain asis jd org sehat jelas g cuma tau kata anjing vagina kontol jahanam asu bangsat memang benci g punya otak,-1
9251,king toxic anjingfff bau vagina,-1
9252,berfikir ttg benci hatrs bisange reply bacot bocah kontol anank micin anak haram woi kamu pernah sekolah jawab panjang lah kalau emg kalah fans gausah comment anjing,-1
9253,kalau anak kecil niru yg kurang pantas drikamungapain ortu tidak ngawasi ortu apa ttp semangat erickontolim cptn juta subscribe,-1
9254,kalau emng banyak g suka hrusnya banyak disslikenya dong ini bnyk yg like jdi buat hetersss comment pikir dlu pakai otak dn otak jangn dudukin entr bau taiiiiiii wahagagagagaggaahahahahhahahagagaghahahhahahah,-1
9255,kalau erick kga ngomong kasar ad yg kurang gitu,-1
9256,kalau jahat nama fans bang,-1
9257,kalau nonton video eri coli m nyontoh apa yg dia lakuin arti ada otak kontoll video bukan pengaruh utama lingkung pola didik ortu yg pling penting selalu nonton vdeo si kontol but tau hanya hibur semata,-1
9258,knp banyak benci banyak kamu atur si erikolim punya hak asasi manusia emanfnya kamu emaknya bapak kalau si erikolim ngomong kasar gpp bukan kamu pikir tolol anjing bangsat ppq kontol,-1
9259,kontol lagu ed lama,-1
9260,kntlkamuerik muka selangkang busuk,-1
9261,erick kalau benci benci amakamumengapa nonton videolu,-1
9262,kocak anjing wkwkwkwkwkw,-1
9263,kocak njingalo suka usah tonton laporin video tempat report usah komentar kasar kamu buang buang energi ing kamu main emel sampe stress akmj,-1
9264,kocakk anjir wkwkwkwk tolol semua comment,-1
9265,ganti intro anjing,-1
9266,gila yha benci wkwkkww,-1
9267,aku suka skip iklan videokamusih sial t dankamupanutan aku tolong pegang omong lo,-1
9268,benci tolol sama ericka,-1
9269,iklankamutik tok anjing,-1
9270,jago cewekkamumain ml ajg kontol bangsat malu dh,-1
9271,jahat gitu haha,-1
9272,masih banyak yg punya otak kontol yah hahaha,-1
9273,org indo bnyk yg tolol,-1
9274,sama kontol,-1
9275,tertawa anjing wkwkwk stay humble erick,-1
9276,komentar benci bawah tahun,-1
9277,komenan aku yg coliin foto betmen knp buat konten anjing anak haram,-1
9278,komennya video faedah tpikamutetap nonton gblokkk eric dapet duitt kaya kernakamukontol,-1
9279,koment aku udah paling kasar tidak baca sedih ric,-1
9280,komentar baik the old of you kontol,-1
9281,kontaaall kontooll mukekamukyk ujung kontoolll anjing dasar kontollll,-1
9282,konten erick kontol seling nunggu update anime movie baja,-1
9283,konten jelas anjing mutu bangsat tq,-1
9284,konten kamu ngikutin filthyfrank anjing,-1
9285,kontenkamuemang keren njink ah sukses lebih baik support supaya erico lim lebih baik,-1
9286,konten mue da faedah anjingk,-1
9287,konten makin lama makin jelek,-1
9288,konten pebeh lah kontol,-1
9289,kontol,-1
9290,kontol ads tiap menit,-1
9291,kontol ah sudah p,-1
9292,kontol aku gede bang gay yuk,-1
9293,kontol anjing bangsat aku gapernah ajak gnian mati kau bangsat ngentottt aku benci sama luu kontolll,-1
9294,kontol anjing wkwk,-1
9295,kontol apa telor,-1
9296,kontol bangsat vagina kamu hahaha,-1
9297,kontol bapak kau pecah,-1
9298,kontol berapa cm bang,-1
9299,kontol buat erick kontol,-1
9300,kontol cilik,-1
9301,kontol daki kamu urus woi,-1
9302,kontol faedah anjing,-1
9303,kontol subscribe kamu kamu maen pebe kamu ban citer arjuna tertawa,-1
9304,kontol hetters,-1
9305,kontol iklan banyak banget,-1
9306,kontol iklan ros,-1
9307,kontol jembot,-1
9308,kontol jingmbaliii,-1
9309,kontol jtx lim biar jd lagu rep hhh,-1
9310,kontol kamu,-1
9311,kontol kamu ajin,-1
9312,kontol kamu bang moga suksess truss bang cat nipon paint tahan ujan badai kamu salah buli erickolim wkwkwkwk erickolim,-1
9313,kontol kamu cariin kiki hime wkwkwkwk tak punya sayab,-1
9314,kontol kamu tampan bang,-1
9315,kontol kamu kecil,-1
