,stemmed,sentiment,labeling
9958,triggered dasar lemah kontolll,-1,tidak kasar
9959,triggered sfx komentar kasar kontoru gelud yukk monas triggered sfx,-1,tidak kasar
9960,tubuh bang eh tujuh maksud mangatt bang patah semangat ngehibur subscriber biar anjing gonggong yg dukung bnyggal unsub beres hhhhh,-1,kasar
9961,tujuh erico lim juta subscribe beli jet pribadi likee liketolol benci aj tolol benci goblok hahha semangat kak eric,-1,kasar
9962,tujuh muka erick kaya kontol like,-1,kasar
9963,udah kalao sumpah gc subscribe chanel kontol,-1,kasar
9964,udah kebal benci erickontoruuuu,-1,tidak kasar
9965,udah selow lim yg salah udah tau unfaedah tonton anjing suruh chanel yg manfaat didik yakamutinggal cari chanel ajar didik napa cari chanel tolol nyari tutorial masak buka chanelnya jes no limit bego ajg bego bego erick kontol bego udah tau didik tonton,-1,kasar
9966,udah tato emang erick olim kontol kentot,-1,kasar
9967,udahlahkamugak pendam pendam dengankamutertawa manusiakamupasti sakit hati tapikamumemang kontol anjing,-1,kasar
9968,ug komentar emg yg bagus kotor cahnel u tutup ajh anjing muka kontol ajh blagu,-1,kasar
9969,ultimate fans erick kontol nonton bego al tau cari muka ladenin,-1,kasar
9970,trakhir nonton videoluu ericolim buruk karya,-1,tidak kasar
9971,peduliin benci rick kontol konten bokep napa anjing,-1,kasar
9972,ush nnton anjing susah banget asu u ngaca muka u jelek anjing,-1,kasar
9973,uzumaki kontol usama,-1,kasar
9974,video bang erick hibur kontol,-1,kasar
9975,video iklan anjing,-1,kasar
9976,viewerskamukalah si alex anjing gin tolol,-1,kasar
9977,w ngebelain benci erico lim tau erico gitu dosa dosa sendirikamungatain gia gitukamujuga dapet dosa ka sry bro mankanya ucapin pikirin kalukamudikatain gitu sakit hatikamukalau sakit arti,-1,kasar
9978,w gemar apakamusemua kontol anjing vagina,-1,kasar
9979,w stay gemar ngenttotttt jamanyakamubikin videosama si aldo kontol,-1,kasar
9980,w setia gemar rick org benci ama,-1,tidak kasar
9981,wad kim hime jelek,-1,tidak kasar
9982,wad muka kontol babyk,-1,kasar
9983,anak anak kontol vagina kelen heaters panas daya humor lawak rendah,-1,kasar
9984,homosapiens yg tolol berkumpulah,-1,kasar
9985,waiki nek mlinjo i nyowo ky kwe kie erick kontol,-1,kasar
9986,bully delete chenel emng si arap kontol diss delete chenel,-1,kasar
9987,subscriber lh chanel chanel kontol dunia,-1,kasar
9988,ngomong anjingng bagsa tetep teladan dengerin benci kontol yg always support temen toxic see you mtvkr g vagina,-1,kasar
9989,konten kaya kontol faedah muka kaya pepek chanel lucu family frendly salah tonton hibur,-1,kasar
9990,walaupunkamujadi kontol bang dukungkamuv,-1,kasar
9991,we anjing astronot nyanyi ama dance kontol,-1,kasar
9992,we dukung bang by the way benci tai anjing,-1,kasar
9993,we kontol iklan kali bangsat hahahahaha,-1,kasar
9994,weee asu ngeteh asuuu anjingee ngeteh asu sfx sruputt,-1,tidak kasar
9995,weehhh inget dunia tua org brrlomba nyari pahala mlh ngebanyakin dosa goblok emng chanel goblok idiot tolol bego,-1,kasar
9996,weh pikir ngata ngatain orang jelek emang jelek anjing ladies ngata ngatain duluan,-1,kasar
9997,wehh eric kontol video reading komentar,-1,kasar
9998,weyy weyy subscribe erick nihh beli nihh weyy wkwkwhahahah,-1,tidak kasar
9999,what erik beli subsriber tau mna nyt cemar nama vagina kentot,-1,tidak kasar
10000,what suka bang erickolim si erick lucu dasar benci goblok,-1,kasar
10001,why vagina ngilu,-1,tidak kasar
10002,wibuu kontol,-1,kasar
10003,wii anjing video pakai iklan kontol paket habis ajg,-1,kasar
10004,wik wik wik wik wik salam kontol,-1,kasar
10005,wkakwkaowk kontol,-1,kasar
10006,wkkwkw benci goblok murni tuhan wkwkwk suka ush goblok kaum pantat tipis wkkwkw welcome to internet kidskamugk kasih makan orang tampil yangkamumau gitu pikir wkkwkwk kenal goblok,-1,kasar
10007,wkkwkwkw kontol yak,-1,kasar
10008,wkwk kta mutu banget anjng a dh ban kontol,-1,kasar
10009,wkwk w ngeliat tertawa anjing,-1,kasar
10010,wkwkkw benci nyakerenudah suka tonton bodoh,-1,kasar
10011,wkwkkww bangsatkamulim h mao insap hahaha,-1,tidak kasar
10012,wkwkw edit anjayyyy baca nye anjay wkwkw gemetar bulu ketek mu nak jijik bangsat,-1,kasar
10013,wkwkw tertawa anjing liat ngehate pda kocag kontol wkwkw,-1,kasar
10014,wkwkw tertawa benci tolol,-1,kasar
10015,wkwkw tertawa bangsat sukses erick gaush dipirin bangsat benci tolol karya cuman ngomenin negatif karya org,-1,kasar
10016,wkwkwk anjing benci ngatain jelek ngatain jelek mu anjing,-1,kasar
10017,wkwkwk benci kontol duitdewasa wkwk,-1,kasar
10018,wkwkwk tertawa hatersnya bego suka tonton bego santai bang fans semangat video friendly family channel didik no duniaaaaaaaaaaaaaaaaaaaaaaaa,-1,kasar
10019,wkwkwk sumpah org org tolol benci ngasih hate comment pake fake account hadeh gliran dah ciduk ampun ampun kocak netizen indo komentar gapake otak,-1,kasar
10020,wkwkwk tertawa anjing,-1,kasar
10021,wkwkwkkw benci kampang kontol bisax ngusik hidup org ajg,-1,kasar
10022,hahaha heaters kontol tertawa anjing,-1,kasar
10023,hahaha vagina ngiluu tertawa anjing,-1,kasar
10024,hahaha tertawa anjing,-1,kasar
10025,hahaha tertawa anjinggggggg lanjutin toxicnya toxic erickolim stay soaperrsss,-1,tidak kasar
10026,hahaha toxic parah kontol hahaha,-1,kasar
10027,wkwkwkwk tolol anjing kontol vagina yg ft ama kim hime wkwkwkkw,-1,kasar
10028,wkwkwkwk tertawa njir ang fotokamusmaa bowokntl erick mantapppp,-1,tidak kasar
10029,wkwkwkwk tertawa anjing,-1,kasar
10030,wkwkwkwkwk antek antek rapstrontol tolol,-1,kasar
10031,wkwkwkwkwk tulis sambung om org vnr kontilet kentod bawabawa mayoritas mabok agama liat tolol anjing,-1,kasar
10032,wkwkwkwkwkwk orang ginikamuhina kebal chhoooyy oang emang kaya kontol gitu benci,-1,kasar
10033,wkwkwkwkwkwkkwkkk anjing anjing anjing teladan,-1,kasar
10034,woe benci kontol pikir bangsat goblok smua suka nonton ngapain tonton goblok dasar benci,-1,kasar
10035,woi anjing kotor erick iklan skip,-1,kasar
10036,woi anjing bangsat eric bangsat adsensekamulah plislah njing wkwkwkwk,-1,kasar
10037,woi anjing negara sendrii anjing bilang ngegas ngegas vagina anjing isap,-1,kasar
10038,woi anjing iklan lelah nyekip ads kentot t channel bangsat,-1,kasar
10039,woi anjing benci emang toxic tolol,-1,kasar
10040,woi botak kontol,-1,kasar
10041,woi erick kontol coly mukak palkon,-1,kasar
10042,woi erickokontol,-1,tidak kasar
10043,woi erick kontol kapankamupotong botak ajg dah juta kontol tuju like and comment,-1,kasar
10044,woi erick kontol lim ngentodskidipapap tau gakkamugara garakamutemen g tau konten kontenkamuitu chanel agama didik ngomongnya anji asw kontol dasar erick kontol lim bngst jilat vagina maklo,-1,kasar
10045,woi erico panggil erico kontol,-1,kasar
10046,woi erik kontol darikamugua toxik kaya lu,-1,kasar
10047,woi erick anjing bangsadkamukeren bang orang tertwa,-1,kasar
10048,woi benci eriko elu goblok anjing tau orng gila lawanin,-1,kasar
10049,woi hatter anjing kotor kontol emak,-1,kasar
10050,woi heaters koment temu erik kalok berani jancok kontol heaters kontol jembut,-1,kasar
10051,woi komentar hate bangsat,-1,kasar
10052,woi benci goblok tau channel unfaedah mutu ush nonton dsr bocah kontol nambahin adsen benci yg pinteran dikit napa dsr otak micini kenal sumber uang yg dpt tu benci heran benci erik upload video biar dpt content benci uang sekolah yg dek,-1,kasar
10053,woi kontol,-1,kasar
10054,woi kontol ngelonte ama jablay anjjng suka ush nonton kontol anak lonte kimak bangsat,-1,kasar
10055,woi kontol kali coli jam,-1,kasar
10056,woi kontol vlog ngeod,-1,kasar
10057,woi kontolkamuerik neng ngkamuliat banci tailand bacol erick,-1,kasar
10058,woi kontol masalahkamuama atap,-1,kasar
10059,woi kontol nanya kim susu gede banget pakai,-1,kasar
10060,woi kontol videokamugw potong intro video yt,-1,kasar
10061,woi kontol wkwk baca benci donk tertawa anjire ni,-1,kasar
10062,woikamuerikontolim ngapakamugk ngajak undang yotube rewind subscriber banyakkamuliat noh cek brp subscriber,-1,tidak kasar
10063,woi benci kali gasuka erickolim gausah ngatain bngsd,-1,tidak kasar
10064,woi pepek channelkamukeagamaan ikan femili frenli isi didik kontol iya didik orang bau vagina,-1,kasar
10065,woi puki udah subscribe subscriber anjing bayar kontol,-1,kasar
10066,woiiii anjinngngngng bangsat kontollllll ngentottttt,-1,kasar
10067,wooooooooooooooooooooooooooow suka jir pikir pake otak bacot,-1,kasar
10068,wowkwowkek sapa ngedukung eh benci muka keg kontol aje ngaceng udah ngebacot pikir kontollu dlu goblok,-1,kasar
10069,woy anjing melet gimna kiri kanan doang kesi tar bini,-1,kasar
10070,woy anjing stop ancurin generasi anak bangsa koalisi ngancurin gemar sma soap kingnya fuck bngst,-1,kasar
10071,woy anjing stop ancurin generasi anak bangsa koalisi ngancurin gemar sma soap kingnya fuck bngst,-1,kasar
10072,woy anjing titik tai kagak skip anjing,-1,kasar
10073,woy bangke video yg lucu kbanyakan video gaming bangsat,-1,kasar
10074,woy bangsat nyokapkamundidam anak tai,-1,kasar
10075,woy bngst konten faedah suka kalokamubikin konten faedah makan jembut konten minum sperma bang jamin viewnya,-1,kasar
10076,woy erick bangsat haterslu ken ajaa fanskamusejakkamudi garena,-1,kasar
10077,woy erick kontol cerdas hatersmu nice x ajig lanjutin le yg dukung,-1,kasar
10078,woy erick semangat anjing balas karya,-1,kasar
10079,woy ericko anjingkamukapan mati tunggu tunggu mati mati anjing,-1,kasar
10080,woy ericko lim bangsatkamukapan botak anjing,-1,kasar
10081,woy ericko lim kontoll,-1,tidak kasar
10082,woy erick yg kaya bangsat,-1,kasar
10083,woy erick limkamumending indo iklaslahkamudi klaim malaysia hha,-1,tidak kasar
10084,woy udah subscribe elu subskamumasih k kasih lope lope sampe skrng bangsat,-1,kasar
10085,woy hetters hetters tololkamungomenin ericko jelek emangkamubisa kaya eric haters tolol,-1,kasar
10086,woy sex anjing,-1,kasar
10087,woy toxic kontol anjing,-1,kasar
10088,woy tutup channel woy anjing,-1,kasar
10089,woy kontol anjing bangsat anjing,-1,kasar
10090,woy kontol juta subscribe g challenge makan roti isi tai rick botak,-1,kasar
10091,woy kontol juta subscribe kentot,-1,kasar
10092,woy kontol kapankamugundul anjing,-1,kasar
10093,woy kontol semangat video bang dengerin orang gemar sedih lihat komentar komentar goblok benci chanel manfaat gin bilang parah parah chanel family frandly dasar benci kontol,-1,kasar
10094,woy kontol videokamukebanyakan iklan anjing auto kaya lu,-1,kasar
10095,woykamuhaters kgk suka vedeo erikolim kagakkk nonton begoooo si erikolim mah suka konten yg gitu goblokkamuhaters,-1,tidak kasar
10096,woy kentot main pb anjing,-1,kasar
10097,woy plis unsubscribe channel bilang unsubcribe channel anjing,-1,kasar
10098,woy editanlu kaya hitzeed ch anjing,-1,kasar
10099,woyy erikontolim anjinkkk mukakamukek kontol muka kontolkamunyadar klokamukek kontol kontol hatekamukarna pngen msuk yutubkamuanjinkkkkk,-1,kasar
10100,wtf studios kontrol kontol,-1,kasar
10101,bomat heaterskamuudah komentar udah bantu viewers eric kontol slow tv yt inti hibur dankamuharus tau ambil buruk,-1,kasar
10102,nama youtuber toxic fansnya toxic sok sok ngehaters tetep liat video tolol banget,-1,kasar
10103,yaaaa jahat benci nama lovers,-1,tidak kasar
10104,yaah buly kasi xeh ericolim suka cuman coli coli doang,-1,tidak kasar
10105,yaelah si arab clubing ngerokok minun alkohol anjing,-1,kasar
10106,yahh kontol nyimak puki,-1,kasar
10107,emak bapakkamunyesal anak tolol kayakkamukalau ndak suka tonton simpel anjing,-1,kasar
10108,yakult kontol,-1,kasar
10109,bilang channel anjing arti anjenkk tolol bangsat,-1,kasar
10110,dislike video kaya bacot doang gede ayo ribut anjing video khusus ketawa tutorial bunuh anjing dislike goblok ericko lim,-1,kasar
10111,dislike rapstronotkontol,-1,tidak kasar
10112,ngata in erikkamupunya hati nggakamukalo beratikamubukan manusia bangsat,-1,kasar
10113,ngehate arti tolol alias manusia tingkat daya humor lawak rendah,-1,kasar
10114,ngehate fans si anjing bro,-1,kasar
10115,kontol like,-1,kasar
10116,sabar yaaaa erick kontol,-1,kasar
10117,yap taukamudari temen yg ngasih tau ericolim yg suka nyoli pejunya kn manis and soap,-1,tidak kasar
10118,yaudah jg g subscribber bego kaya pindah aj deddy corbuzier biar pinter dikit,-1,kasar
10119,yayaya kontol,-1,kasar
10120,yeee ahhhh intro kontol is back,-1,kasar
10121,yeeee intro jess no botak anjing,-1,kasar
10122,yeeeyy orang cancer upload guana nama erickontolim goblok conge an primitif anjing najis nonton videolu,-1,kasar
10123,yg video yg chanel marah si,-1,tidak kasar
10124,yg komentar jelek eriko lim orang munafik,-1,kasar
10125,yg dislike rapstronout kontol,-1,kasar
10126,yg komentar jahat santet ericko lim,-1,tidak kasar
10127,yg komentar buruk emg erick ngaca lol,-1,tidak kasar
10128,yg like dukung erick,-1,tidak kasar
10129,yg kontol like,-1,kasar
10130,yg fans org gila makan j mbut bocah tolol goblok idiot anak sperma wc kaya tolol,-1,kasar
10131,yg ngebulyy erik panggil bpk suruh kelai kontol,-1,kasar
10132,yg ngehate munafik erick pdhal smuanya iri gabisa jdi jelek,-1,kasar
10133,yg ngehate pake real akunkerensih wkwk berani pake fake akun wkwk by the way benci tolol erick upload video buru klik dislike by the way iklan dikit rick skip,-1,kasar
10134,yg ngehinakamubarusan kubu belah ar p,-1,tidak kasar
10135,yg nyuruh apus kontol at anjing udah subribre anjing,-1,kasar
10136,yg sabar rick elu anjing sampah taik kadal melet pencet jembt yg sllu colay kamar mandi yg lele selokan kualitas bagus tuyul yg elu jelek rick sabar ttep semangat pantang serah sabun bnyk terima kasih rick berkat videokamugua tau kuota harga lbh buka xnxx drpd ntn videokamutetep semangat rick dukung jess no limit trimss,-1,kasar
10137,yoel septian baca kontol janji anjing,-1,kasar
10138,yoogss kontoll,-1,tidak kasar
10139,youtube kontol pake kaca mata sensor,-1,kasar
10140,youtube entertaining anjing didik les bimbel bangsat goblok yah,-1,kasar
10141,youtuber kontolll,-1,tidak kasar
10142,youtuber jujur kocak benci eriko lim kocak ngakak gila bau vagina kocak saha,-1,kasar
10143,youtuber toxic munafik bro pikir yg kaya erick liem mang lawan wkwkwkww benci bacot kaya tot wkwkwkwkw,-1,kasar
10144,yt anjing bang dasr abng mei kontol,-1,kasar
10145,yutuber goblok,-1,kasar
10146,zayn idrus elo kontol bangsat ngegas,-1,kasar
10147,ziroaz didik emng main game main hp nonton youtube didik didik berangkat seko ajar didik wibu kontol,-1,kasar
10148,zzzzzzzzzzzzzzzz hatres kalok givewaykamujuga kontol goblok,-1,kasar
10149,marah bilang tolol temennya,-1,kasar
10150,apas kotor ngntod,-1,tidak kasar
10151,arap gendut,-1,kasar
10152,asli benci bego asli,-1,kasar
10153,astaga jebak channel autis,-1,kasar
10154,astaga kuning kaya jembut,-1,kasar
10155,auhhhhhh bau vagina,-1,tidak kasar
10156,autis is back yyey,-1,kasar
10157,autiskamuyaa,-1,tidak kasar
10158,awokwo tai kucing manis d,-1,kasar
10159,kotor aer benci,-1,tidak kasar
10160,kotor kaget buka video,-1,tidak kasar
10161,bacot,-1,kasar
10162,bacot anjing buang konten gaada iklan,-1,kasar
10163,bacot anjing,-1,kasar
10164,bacot bocah,-1,kasar
10165,bacot buncit,-1,kasar
10166,bacot doang botak anjing,-1,kasar
10167,bacot benci,-1,kasar
10168,bacot idiot,-1,kasar
10169,bacot,-1,kasar
10170,bacot ajg ngediss idola si arap,-1,kasar
10171,bacot benci ungkit pepeq gazzz teross erick riau dukung erick,-1,kasar
10172,bacot kentot,-1,kasar
10173,bacot kontol,-1,kasar
10174,bacotkamurik,-1,tidak kasar
10175,bacot luuu,-1,kasar
10176,bacot vagina bebek,-1,kasar
10177,bacot kentot,-1,kasar
10178,bacot kentot tumben baca komentar benci yg faedah kwkwkwk,-1,kasar
10179,bacot ngentot,-1,kasar
10180,bacot njing,-1,kasar
10181,bacot alay,-1,kasar
10182,bacot om,-1,kasar
10183,biar bang peduli benci benci bego,-1,kasar
10184,bagus bagus tolol maju,-1,kasar
10185,balas lagu erick bacot doang,-1,kasar
10186,diss si domsdee kotor dekil,-1,tidak kasar
10187,bandwagon kimak,-1,kasar
10188,bang aduh anjing nonton suka iklan mulu iklan bangsat,-1,kasar
10189,bang baca woiii erickolim woiiii baca woiiiiiikamuitu tampan woiiiiiiiiiiiiiii mpsss bau vagina,-1,tidak kasar
10190,bang konten ngewe ama pacar biar gregett,-1,kasar
10191,bang konten kentot donk,-1,tidak kasar
10192,bang videounboxing kontol giveaway vagina hehehe,-1,kasar
10193,bang celleng homo jalan bang,-1,kasar
10194,bang erick komentar herman benci benci elu nonton kontenlu yg didik arti benci suka gengsi akhirat,-1,kasar
10195,bang erick kontol bau vagina suka gayakamuwkwkwkw,-1,kasar
10196,bang erick kontol makas gaya suka niru segani orang sekolah masuk meme kotor,-1,kasar
10197,bang erick kentot t yok subscriber,-1,tidak kasar
10198,bang erickolim lg donk nonton lucu anjir bangsat suka ngapaon tonton kentot bang ericko tujuh ngehibur tod ngapainkamusubscribe gasuka ama konten bangsat kena trigger dah,-1,kasar
10199,bang erickolim jalan setan aje bang peduli orang orang idiot,-1,kasar
10200,bang erik tu kaya anjing suka e like,-1,kasar
10201,bang erik gila youtubekamulu ngehate boi please butuh duit cuman elu doang ngntot kerja elu bacot tingkat slb,-1,kasar
10202,bang eriko limkamubego cuman subscribe nye salud samakamubang,-1,tidak kasar
10203,bang nanya samakamutolong kepo banget nikamusering ngomong anak kampang ciri khas orang lampung apakamuada turun orang lampung,-1,kasar
10204,bang haterskamutapi ken bilang vagina,-1,tidak kasar
10205,bang cewe hode kotor,-1,tidak kasar
10206,bang nonton videokamusambil boker alhasil tai lancar,-1,kasar
10207,bang birah,-1,tidak kasar
10208,bang nonton elu konten yg mabok macem bang konten yg gila goblk tolol gpp bang seru ketawa and semangat hidup wkkwkwk canda,-1,kasar
10209,bang kagak makan spageti campur tai tunggu,-1,kasar
10210,bang kagak makan spageti campur tai tunggu,-1,kasar
10211,bang vagina bau,-1,tidak kasar
10212,bang niat pidio potong titit,-1,kasar
10213,bang bangsat suka semangat bang,-1,kasar
10214,bang kaya tai yg wkwkw jijik,-1,kasar
10215,bang kontol ang fotokamusmaa bowokntl erick mantapppp,-1,kasar
10216,bang konten makan jembut bang please,-1,kasar
10217,bang kali konten bayank bacot,-1,kasar
10218,bang kentot,-1,tidak kasar
10219,bang ngewe yu homo,-1,kasar
10220,bang video ngewe subscriberskamusemua wkwkwkwk,-1,kasar
10221,bang pikir anak papa papa makan jembut coba,-1,kasar
10222,bang rick kentot,-1,tidak kasar
10223,bang riection lagu tai tai tai tai tai tai tai thailand yg virall lagu lumayan toxic hahahah tujuh like,-1,kasar
10224,bang subscribe makan torpedo ama jembut tompel,-1,kasar
10225,bang suruh kondisi kontol sam vagina suka ngina bang,-1,kasar
10226,bang liat videokamu suka tertawa anjir ambil pusing orang ngomong bang tau chanel hibur doang orang suka chanel faedah urus suka tonton ambil pusing bang buruk orang yg suka ngomen buruk hidup so sukses bang rajin videokonyol umur kasih gadget tetek,-1,kasar
10227,bang toxic bacot ome tv bang yg stuju like,-1,kasar
10228,bangke pas ngomong isis pake iklan anjir wkwkkw,-1,kasar
10229,bangsad vagina ngiluu,-1,tidak kasar
10230,bacotkamupukimak,-1,tidak kasar
10231,bacot luh goblok,-1,kasar
10232,benci duit by the way kentot d,-1,tidak kasar
10233,iklan tai,-1,kasar
10234,bapaklu kentot,-1,tidak kasar
10235,bau vagina,-1,tidak kasar
10236,bau vagina anjir,-1,kasar
10237,bau vagina erserah caci maki motivasi erick bersabargas negatif gblok benci,-1,tidak kasar
10238,bau vagina in bang,-1,tidak kasar
10239,bau vagina kim hime,-1,tidak kasar
10240,bau vagina ns,-1,tidak kasar
10241,bau vagina wkwkwkwk,-1,tidak kasar
10242,bau tai entar anak,-1,kasar
10243,bego,-1,kasar
10244,bego dna,-1,kasar
10245,bego goblok,-1,kasar
10246,bego hatersnya ngomong,-1,kasar
10247,beli mulut mulut heaters pakai bulu jembutkamurik hahahaha enk kali,-1,tidak kasar
10248,ericko orang elu tau subscribe ericko k anjing,-1,kasar
10249,bang gantung lingkung orang tua lingkung jembut yah anak jembuttttt,-1,kasar
10250,berani makan tai juta subscriber bos,-1,kasar
10251,bang peduli botol yg bacot ampun,-1,kasar
10252,bg rekrut agung hapsah sodarokamumirip dahkamunontonkamulim benci suka nontong anjing ribet bangetkamukek kadal mesir enghibur bahasa gapantes,-1,kasar
10253,bgitu bodoh benci comentkamubikin ericko kembang,-1,kasar
10254,bgstkamugw suka ing bits kontol by benci kentot haterss fuck fuck,-1,kasar
10255,big dream work hard and make it happen motivasi yg erik emng konten erik emng kbnykn kontol jg faedah sepenuh konten shitpost manfaat yg beda si erik erik orgnya,-1,kasar
10256,part lahh anjing tau benci,-1,kasar
10257,part lahh anjing tau benci lu,-1,kasar
10258,bilang like ericko vagina lu,-1,tidak kasar
10259,bilang orang mukak orang jembut kucing,-1,kasar
10260,bnyk bacot,-1,kasar
10261,bocah kontol bego komentar bocah sabunnn,-1,kasar
10262,bocah sabunkamukampang,-1,tidak kasar
10263,bodo bang gwe buka suka samakamutapi nonton videokamubuat hibur doang inget bang pohon buah yg lempari batu kayu tai jembut hate ah tau baca eric kontol,-1,kasar
10264,bodo bang kontenkamukan hibur niru tiru niru salah serah udah anjing,-1,kasar
10265,bodoh bang,-1,kasar
10266,bodoh karakter usak anakbangsa yt rewind citra sponsor kaum elitglobal,-1,kasar
10267,bodoh njinggg eriko bodo heter njingg,-1,kasar
10268,by the way yg tau rando beranda yt penuhin bacot motivasi,-1,kasar
10269,btwkamungentot,-1,tidak kasar
10270,bully org pantat tebel ginian wkwk,-1,kasar
10271,si benci hah yg duit bang erick bang erick kaya miskin bro,-1,kasar
10272,ericko kontol suka chanelkamuudh subscribe like gapernah tinggal iklan tonton moga karya erick kontol,-1,kasar
10273,benci anjing suka y gas kentot,-1,kasar
10274,benci ericko ush rendahin suka liat bangsat,-1,kasar
10275,budek kuping ajg,-1,kasar
10276,bukti bego,-1,kasar
10277,c h a n n e l k e l u a r g a t a p i n g o m o n g n y a m m k k n t l ment lucu anjir,-1,kasar
10278,cacat,-1,kasar
10279,kentot,-1,tidak kasar
10280,chanel kontol bagus,-1,kasar
10281,channel ericko didik isi hibur asu benci hibur liat asu suka nonton hibur kontol,-1,kasar
10282,channel ericko didik isi hibur asu kalokamuhaters hibur liat asu suka nonton hibur kontol,-1,kasar
10283,channel hibur ngedit otak konten noob,-1,kasar
10284,channel plagiat pink guy hehehe joji alas toxic dllkamuapa autis beneran gan,-1,kasar
10285,coba video kentot ody peler,-1,tidak kasar
10286,coba pause si eric search youtube makan jembut hahaha by the way jemb t eric lebat,-1,kasar
10287,coba main game kentot,-1,tidak kasar
10288,colab titis dewa qory gore ajak mkn jembad si vagina bg anus kali ya pantat muka,-1,kasar
10289,hibur kontol suka mampir kesini goblok save erikontolim,-1,kasar
10290,internet personality asli anjing,-1,kasar
10291,cuwekin bayangin setan,-1,kasar
10292,dah tau chanel bego tonton,-1,kasar
10293,darel davin bacot jing,-1,kasar
10294,padakamubaca komentar benci mendingkamuliat banci tailand bacol erick,-1,kasar
10295,ygkamubacain lihat komentar bobot nampak idiot tu org yg ngehinalu otivasi bang hhe taukamuitu orang,-1,kasar
10296,dasar benci otak tai kotor,-1,kasar
10297,dasar idiot,-1,kasar
10298,dasar makan jembut,-1,kasar
10299,dasar penyembh jembut assu,-1,kasar
10300,dasar umat goblok koment pedeskamuke si ericko lim ngaruh hidup bodo ya intikamuank tolol hehe,-1,kasar
10301,dasar yg komentar jahat kaum pantat tipis upgrade pantat,-1,kasar
10302,dasssaar benci haterrrs laknat miskinn bajingannnn ngomong sosmed vagina konnntoll haters haters miskin idioot konntoll mati kaliaannn hatttterss konntol,-1,kasar
10303,dear benci suka gausah nonton anjing,-1,kasar
10304,dear benci nonton channel ericko lim usaha hibur orang so please stop bully noob bitch i like ericko lim,-1,kasar
10305,dear haters maknye erick kontol kagak ngilu nglahirin die pling jijik doang goblok wkwkwkk kontol bajing dunia nyata orang yg first time komenkamumoga bacakamumau dengerin saran yabagus yakontol,-1,kasar
10306,dengerin suka nonton anjing hahahahaah,-1,kasar
10307,kamera personal beda coy hobi video kaya tai hibur personal beda banget yg pikir,-1,kasar
10308,paksain banget anjing menit vagina pantek enttot ibuk kau,-1,kasar
10309,video jujur iklan yg skip anjing,-1,kasar
10310,dickyahm mampuskamuwkwk,-1,tidak kasar
10311,didik banged yutub chenel ni anak kontol bagus,-1,kasar
10312,nonton tertawa ajr vagina ngilu,-1,tidak kasar
10313,dukung si toxic pd bangga makan tai papa dl makan tai wkwkkwk fuck kaya gin subscribe ny,-1,kasar
10314,ane subsr lau semenjak makan jemboet auto unsub jijik sumpah liat bego,-1,kasar
10315,eee kentot,-1,tidak kasar
10316,eehhh malu ngejilat ludah ngatain moba analog maen ml wkwk hamba edsen duit ngartis sampe makan jembut malu,-1,kasar
10317,eh manusia makan jembut hahahahah,-1,kasar
10318,eh pokok subscriber ericko lim orang orang nonton video sebal tiru orang bego enngak otak ericko lim gin,-1,kasar
10319,eh sorry gays liat vagina,-1,tidak kasar
10320,ekkekw haters idiot gitu,-1,kasar
10321,elo kentot aj,-1,tidak kasar
10322,elu yg bacot ank lonte,-1,kasar
10323,emang kayak bangsat lagu suka nyindirin orang wkwk,-1,kasar
10324,emangkamungentot goblok awas tu ss paskamumeggang memekkamusendiri viral nnti,-1,kasar
10325,vagina ngilu,-1,tidak kasar
10326,vagina ngilu,-1,tidak kasar
10327,er bang gantung lingkung orang tua lingkung jembut yah anak jembuttttt,-1,kasar
10328,eric pantat tebal,-1,kasar
10329,erick hina slow kontol benci udah tau gasuka nonton yg bego elo benci kontol orang bayang uang juta rupiah belanja mr money jalan arah mata angin jalan cari yg untung uang juta rupiah uang kaget,-1,kasar
10330,erick emang gitu kagak ngetoxic beda cirikhasnya kontol emang ngehibur ea so kontol gedekamupada suka jan bct bocah cihhh,-1,kasar
10331,erick kolim kaya tai,-1,kasar
10332,erick kontol hahahaha canda bang maaf suka video bang udah subscribe chanel karya bang,-1,kasar
10333,erick pantat udah tebel sma komentar,-1,kasar
10334,erick reza bagus erick tolol dasar benci kontol beda erick sma arap erick serius bijak arap kontol,-1,kasar
10335,erick the best suka erick bantai anjing,-1,kasar
10336,ericko bangkai,-1,kasar
10337,ericko challenge cukur jembut,-1,kasar
10338,ericko jancuk,-1,kasar
10339,ericko lim ajigkamuseru konten unfaedah ngehibur erick hibur lk kaum pantat tipis wkkwkw welcome to internet kidskamugk kasih makan orang tampil yangkamumau gitu pikir wkkwkwk kenal goblok,-1,kasar
10340,ericko lim keren kontol,-1,kasar
10341,ericko lim kentot,-1,tidak kasar
10342,ericko lim makan jembut this is haram golong tobat ericko lim mumpung,-1,kasar
10343,ericko lim tai rindu pas subscribernya,-1,kasar
10344,ericko yng komentar jelek tolol,-1,kasar
10345,erickolim toxic anjing auto unsubs kotor tujuh like,-1,kasar
10346,erico elu gendeng bnget,-1,kasar
10347,erik kentot sukakamutoxic anjing gudd entoddd,-1,kasar
10348,erikokamubacot main pung mobile hp kentang sampe chiken pro celeng,-1,kasar
10349,eriko my inspirasi gokiltapi ngomong jaga kin kali makan jembut pacar njing,-1,kasar
10350,erikolim is the best noob,-1,kasar
