,text,sentiment
8261,plagiat erpan anjing,negatif
8262,plagiat erpan editing ny,netral
8263,plagiat filthy frank,netral
8264,plagiat filthy frank wkkk,netral
8265,plagiat intro lolb erick,netral
8266,plagiat konten filthy baca komen xd,netral
8267,plagiat tai,netral
8268,play gema kamu napa,netral
8269,play ggwp v,netral
8270,play pesawat lion air ,netral
8271,please lah kontol jangan upload video ngebucin lagi anjg bikin video frontal lu lagi lah anjing ngentot memek jembut itil pepeq combeck frontal lah ngentot,negatif
8272,please make it trending,netral
8273,please part,netral
8274,please read my opinion pikiran bodoh meskipun lu bilang g us h ng kutin pa yang gua l ku n stop the fuckin bulshit lu itu youtuber secara ga langsung lu itu influencer apalagi subscriber lu rata rata bocah jadi dia belum bisa nentuin mana yang seharusnya diikutin atau ga sampai sini paham figur publik harus bawa pengaruh baik juga pada bangsa lu terkenal gara gara toxic dan rara rata fans lu juga bocah kampung dekil gua bukan hate lu tapi ambil alih lah dengan kemajuan bangsa ga ada kualitas channel lo miris,positif
8275,pleassee fullkan volume kalian dijamin ketagihan v,netral
8276,pler,netral
8277,plis baca k nt l knp loo gilaa sihhh,netral
8278,plis collab sama arap,netral
8279,plis kamu yg ngehate kaga pernah liat channel yt kaya how to basic apa yak wkwk kalau kaga suka kaga usah tonton kamu yg pilih terus apa guna bapak mak kamu didik kamu konten kaga selalu didik hibur emg sinetron yg tiap hari kamu tonton didik njink,positif
8280,plis la rick berenti ngikutin pink guy tu manusia buatan udah gada lagi di muka bumi ini jan bikin versi indonesia thx,netral
8281,plis lah,netral
8282,plis lah buat semua yang ngebully soapking emng hidup lu udah bener semua apa sok sokan komen buat ngerubah kelakuan orang lain jadi baik urus tu hidup lu sendiri emng udah baik oiya ada yang bilang chanel gak bermutu ga berfaedah ya lu punya hak gt kalo udah tau gak bermutu ga berfaedah jangan ditonton anjing goblok banget jadi haters,positif
8283,plis lah jancuk kangen ke goblok elu lagi gw wkwkwk,netral
8284,plis lah request terkontol model gini jangan diucapkan,negatif
8285,plis ngertiin gua bang ,netral
8286,plis toxic apan woy,netral
8287,pliss hatersnya ericko lim henti nge hate memang salah ericko lim apa sampe nge hate kaya gitu,netral
8288,plisss unsub chanel ini,netral
8289,plissss,netral
8290,pocong awokaowkaowkoak sini gw ajarin ngebait yg bener,netral
8291,pocong mohon di pahami kimak,netral
8292,poin video gua dong,netral
8293,poko kalau cerdas usah nonton aku nonton aku suka pada nonton bokep anjing,netral
8294,pokok erick stop ngomong kasar,netral
8295,pokoknya gua dukung lu terus kontol biar lo makin kaya,negatif
8296,pokoknya yt rewind nggak ada rapyourbae jadinya jelek,negatif
8297,pokonya lu keren bang cuekin aja haters anjing ini mahh bikin lebih gokil lagi bang biar haters kontol ini lebih gk seneng hahahahhahaha,negatif
8298,pokonya lu tuh lebih ganteng dari arapp pokonyaa,netral
8299,pokonya tetap semangat bang buat berkarya,netral
8300,ponakan si ocong yess,netral
8301,positif akan kalau negatif ada simple gantung pribadi masing masing,netral
8302,positif hamil,netral
8303,positive thinking aja broo suka karrna hibur,positif
8304,potong jembut kontol,negatif
8305,ppfft astronot kok dj,netral
8306,ppq,netral
8307,pray of lion air jt,netral
8308,press f to respect,netral
8309,pribahasa buat yg bilang haters ericko,netral
8310,prinsip gw mah gini semakin banyak haters semakin terkenal kitaterus bangsad,netral
8311,priscilia pin makannone stuju banget,netral
8312,priscilia pinkan makannone stuju banget,netral
8313,proud jon haters is money,netral
8314,prut lo sixbonss pak,netral
8315,pth hack,netral
8316,pubg,netral
8317,puja jembut eriko ulululululul,netral
8318,pun elu ericokontolim aku tetep dukung kamu bang bang aku dlu subscribe kamu,negatif
8319,pundi pundi uang berdatangan,netral
8320,punya akal sehat tidak milih konten hadehh,positif
8321,punya channel ikut suka dia mau bagaimana yg penting hibur pas stress,positif
8322,punya duit kamu,netral
8323,punya hatters kok bangga bego njing sumpah guna bangsat,negatif
8324,pusing gua bedain yg mana komen candaan sama yg emang real ngehate lo  ,netral
8325,pusy and dick get to pussy erick kontol,negatif
8326,pusy and dick get to pussy erickontol,negatif
8327,put ra karena eloh terbuat dari memek dan kontol yg saling bereaksi,negatif
8328,putang ina mo ,netral
8329,puti nadhira azali a waifuku kok ngomong kasar kubur sagiri udah perawan sudah kupake,netral
8330,q a with kontoru,netral
8331,q bang gimana kalo anak anak liat video lu ,netral
8332,q kamu perlu brp x shake sampe bucat itung cb bagus de jd in konten,positif
8333,qna bareng ody bang,netral
8334,qory ikut ytrewind,netral
8335,qory ikutan ytr gk bg,netral
8336,qory vs erick,netral
8337,qorygore anjing,negatif
8338,qorygore nya xianyieng wkwkwkwk,netral
8339,qorygore si bocah bar bar indo cabul cabul club,netral
8340,qorygore was here,netral
8341,qorygore wkwk,netral
8342,qorygore woakaka,netral
8343,qw pngin beli baju shoapking a lel gmna cra beli a lel,netral
8344,r i p english,netral
8345,r i p headset user,netral
8346,r i p sensor,netral
8347,rad emang cok,netral
8348,rad ni orang wkwkwk top lim top haters di batuin wkwkwk,netral
8349,rad v,netral
8350,raditya tata baca yg bner makanha coyy ,netral
8351,raditya tata eh bocah ngentot baca komen yang bener anjing kontol pahami baru komen ngentot,negatif
8352,raditya tata tul,netral
8353,rafi irwansyah bocah menkreppppp,netral
8354,rafli muhammad kalau g suka report dislike aj,positif
8355,rafly akmj iihh apaan sih u,netral
8356,raih haidar sorry bg,netral
8357,raimu koyo sempak awkwkwkwk,netral
8358,ralat bang pas menit kata era globalisasi harus pake kata era digital,netral
8359,rama balola tunggu ytr keluar paling,netral
8360,rama rendika soapers aku pemuja setan,netral
8361,rama rendika woi ,netral
8362,rambut aku ijo,netral
8363,rambut alay kamu ganti ngapa coyy,netral
8364,rambut dan badan walpath tapi mukanya daylen wkwkwk v good editannya,netral
8365,rambut gua ijo,netral
8366,rambut gua ijooooooooo,netral
8367,rambut gue ijo,netral
8368,rambut gue ijo,netral
8369,rambut gw ijo,netral
8370,rambut keramas brapa abad,netral
8371,rambut lu mirip apip,netral
8372,rambut nya cukur udah kaya jembut keriting wkwkwk,netral
8373,rang mang kalau kamu fansnya ngapain kamu ngomong yg nga bener,netral
8374,rangin iklan lahhh taiiiiiii video durasi berapa iklan abrek,netral
8375,ranjanya ericolim the pink guy kontol,negatif
8376,rapnoroket,netral
8377,rapstronot semua tu pasti banci banci semua,netral
8378,rapstronot tanpa roket bencong tanpa tok toket anjgggggg,netral
8379,rapstronot udh gk ada bgst,netral
8380,rapyourbae yang hate comment ohya sedikit cerita nih ,netral
8381,rasa ajig,netral
8382,rasa chanel ada manfaatx sama skali,netral
8383,rata heters lu anak rapstronot bang hahaha dendam kali mreka gara tuhan nya hapus channel hahahaha,netral
8384,rata subscriber lu pasti laki wkwk,netral
8385,rb like and rb dislike arti bener dong apa bilang erick banyak suka ketimbang suka kalau suka sudah usah di tonton cari youtube channel lebih mutu didik segala macam kalau kamu udah tau ni channel ngetitik ngapain kamu mampir kesini kentot erasa paling benar,positif
8386,re,netral
8387,reacthaters kedokmarahtidakdiberijatahmalemjumat,negatif
8388,reaction lagu thailand erickontol d pas buat lu tuh,negatif
8389,reaction lagu uiw uiw uiw uiw dong bang,netral
8390,reaction video wik bang,netral
8391,reading hate comment aja jadi duit what a genius,netral
8392,reading haters comment sm mama lu rik,netral
8393,rekt,netral
8394,rendy pangalila,netral
8395,request bacain comment haters no toxic rick,netral
8396,resiko toxic anjay,netral
8397,respct bang jangn hiraukan kata hatters tetap berkarya,netral
8398,respect,netral
8399,respect,netral
8400,respect ericko lim,netral
8401,respect for erico,netral
8402,respect for you,netral
8403,respect for you semangat terus bang,netral
8404,respect kak erikdi rindukann,netral
8405,resvect i dengerin tod heters mah gitu memang,netral
8406,review haters r erick didik loh nonton kontol,negatif
8407,review mobil kamu rik,netral
8408,review sabun coli cap soapking dund kntl,netral
8409,reyhan famous hiya hiya hiyaaa,netral
8410,reza arap klah sama ericko lim wkwkwkww,netral
8411,reza arap kontol,negatif
8412,reza arap oktovian forever best,netral
8413,rezky febian kok sekarang tatto an,netral
8414,ria ricis,netral
8415,ribu like vs dislike bitch,netral
8416,ributin yuu haters rick ajak ketemu kicep haters jaman sekarang lemah,netral
8417,ric botak manai anjing belakang rumah aku,negatif
8418,ric buat experiment donggg,netral
8419,ric coba luh bikin hal hal baik tapi luh cmn bikin konten yang gak berfaedah smuah njir ,positif
8420,ric gua request kamu minum air balut donk plissss,netral
8421,ric kamu bukan king but you only queen crrot,netral
8422,ric kamu cariin ama ceboong anak blys ama imang,netral
8423,ric kamu takut ngomong kontol mulu entar tu jidat tumbuh kontol baru tau rasa kamu terus tu jidad belah jadi pepek,negatif
8424,ric kapan kamu colabs sama om dedy corbuzer,netral
8425,ric lo bikin video lucu kaya yakult lagi sih ric,netral
8426,ric luk suka memek coleb sama kake legend aka sugiono,negatif
8427,ric minta tanda tangan dong,netral
8428,ric pacar lo buat gw ya,netral
8429,ric semangat yaw gwa tau kamu pastu,netral
8430,rick ajarin aku buat you tube dong suhuuu senseei,netral
8431,rick aku akuin kamu emang pintar orang aku tau kok belakang kamu orang kagak toxic emang anjing kamu wkwkwk,negatif
8432,rick bikin diss buat fans lo,netral
8433,rick bikin eksperimen lg dong dari pada bahas haters kayak gtu gw request eksperimen coli pake tisu galon,netral
8434,rick bikin konten ngeue kimi hime,netral
8435,rick bikin konten pb dong ama gw gw soapers sejati nih bgsd,netral
8436,rick bikin shit content lagi dunk kek dulu bosen cuma main game doang terus collab sana sini kalo bisa kek dulu,netral
8437,rick bikin toturial kecantikan part,netral
8438,rick bikin video bacain comment hatter wakakakak,netral
8439,rick bikin video sama tompel dong kocak dia kalo ngegass,netral
8440,rick botakin pala lu dong biar makin keren kayak si justin  bentuk kek kontol rambutnya heheheheh begini gua demen ua skip mamam noh haha klannya kok dikit rick cuma gk gw skip,netral
8441,rick buat gua juga jadi hater lo lah gimana yak udah terlalu pintar gua mau juga gua jadi orng tolol biar di baca komen nya sama lu whahaha,negatif
8442,rick buat konten ama tompel yg paling jijik kwkwkw,netral
8443,rick coba kasih tau si sinosqi dah kok dia jadi plagiatin lu rick ada beberapa persis banget kontennya njir tolong di kasih pencerahan ke dia rick,netral
8444,rick duet sama eno bening dong,netral
8445,rick gua anti skip skip iklan wkwk,netral
8446,rick gua kata yg bikin viewers mu makin demen liat kamu cara simpel,netral
8447,rick gua masuk video lu donk gua komen hate rick lu itu gak cocok jadi orang lu cocoknya jadi manusia,netral
8448,rick gua suka sama lu v,positif
8449,rick gua suport kamu rick apa kamu buat konten youtube iklan nya banysk ngentod bangsat babi,negatif
8450,rick gue mau nanya sama lo lo berani nggk ngedit video dedy corbuser ke konten lu gitu kalau lu berani gua kasih  setiap konten lu dan di share ke facebook dan temen fb gue ada ribu lebih kalau nggk gua kasih bro tapi jangan kelewatan ,netral
8451,rick gw fans sejati lu rik setiap lu up pasti gw tonton rick dan pasti gw unlike,netral
8452,rick gw tuuh gasuka liat video konten lu tapi lebih suka liat iklan iklan yang ada di video lu makanya iklannya ga gw skip ,positif
8453,rick haters lo iri sama lo jangan masukin ke dalam hati,netral
8454,rick iklan kamu honkai impact mainin rick sapa tau kamu sange,netral
8455,rick iklannya manaaaa,netral
8456,rick jangan kolab sama si botol lah si bowokontol,negatif
8457,rick jangan sok ganteng lah mukalu kek sampah an jnk ,netral
8458,rick jt sub botak woy mana janji mu bapak,netral
8459,rick jt subs isep puting ody,netral
8460,rick jt subscriber colly livestream,netral
8461,rick kalau lu biasa ngomong kontol coba lihatin kontolu wkwk,negatif
8462,rick kalo anak lo liat video bapaknya gmna ya,netral
8463,rick kalo bikin vidio lagi baca ini,netral
8464,rick kamu anak hasil kondom bocor, negatif
8465,rick kamu botak,netral
8466,rick kamu kok idiot pilih kasih masa yg baca cuma yg nge hate doang ntar aku diss coment ah biar baca ama erickontorupi tetal harga sama manusia,netral
8467,rick kamu kontol,negatif
8468,rick kamu pinter sihmangat erick kontolimdi likee liketolol haters aj tolol haters goblok hahha semangat kak eric,negatif
8469,rick kapan colab bareng qory gore ty,netral
8470,rick kapan kolabs ma arab,netral
8471,rick kaya kamu gabakal jt tahun kecuali drama lg sama arap manjat ngentot,netral
8472,rick kaya nya semua haters lo adlah fans dari reza arap oktavian deh,netral
8473,rick kira kira si kim hime sekali main kuat brapa ronde baca komen gua jancuk,netral
8474,rick kok jarang upload lo jadi pink gay,netral
8475,rick kok kamu ndk bikin pink guy lg,netral
8476,rick kok video kamu banyak persis tvfilthyfrank,netral
8477,rick lo inget gw ga gw mantan lo yang pernah diewe samalu rickgw roy kimochi rick ,netral
8478,rick lu gblk,netral
8479,rick maen game horror lah,netral
8480,rick menurut gw elu bikin konten jangan yang ngomong kasar atau konten yg makan jembut dll yg negatif nanti banyak bocah niru sementara elu dah bisa di bilang influencer gimana negara ini mau maju bocah aja kelakuan nya kotor gara lu negara masih berkembang malah influen nya gini majunya negara ini palingan masih lama hmmmm berharap indo di pimpin pemimpin yang tegas dan memberantas influen negatif soalnya bahaya bagi bocah penerus bangsa hatterserikgoblok,negatif
8481,rick muka kamu kaya kontol udah gitu aja,negatif
8482,rick muka kamu tai anjing belakang rumah aku,negatif
8483,rick muka lo itu ganteng banget sumpahh tapi haters commen bilang lu jlk emang dia buta gituu,netral
8484,rick muka lu kayak kontol walau nama kita sama hehe dah gitu aja hehe,negatif
8485,rick muka lu kek kontol haters,negatif
8486,rick muka lu kok kek kontol ibu lu dulu ngidam apaan anjing,negatif
8487,rick mukelu kayak meme k temen gw ngatain gw muka gw kayak meme k jangan kita sodara meme k v,netral
8488,rick ngentot kuy,netral
8489,rick ngewe lah ama kimi bikin gp nya,netral
8490,rick pentil kamu gede sekali sumpah,netral
8491,rick pernah sumbing itu luka belah kanan bekas oprasi,netral
8492,rick please don t disstrack again knp gua bilang kaya gitu karena kalo lu mau naik naik lah tapi tanpa menjatuh kan orang lain okay ,netral
8493,rick rando undang rewind rick,netral
8494,rick salam filthy frank,netral
8495,rick saran dong bokep yg hype apa gua hari coli pake foto lego yg pp anjr,netral
8496,rick satuin komen haters terus jadiin lagu baca cok,netral
8497,rick scene si bowo jangan tampilin youtube rewind,netral
8498,rick sebenernya aku mau skip iklan video kamu iklanny tiktok aku tahan,netral
8499,rick syuting youtube rewind lancar kg mudah mudahan lancar ya,netral
8500,rick tenang aku bukan hatters kamu kok,netral
8501,rick tenang rick org irg yg subscribe kamu suka yah ada yg suka hatters jadi tetap buat konten konten yg lebih faedah pribadi aku suka gaya kamu biar para autid pantad tipid koar koar kgk jelas anjing memang beda agama but di indi njg kalau mao pindah arab sono for yg ngaku ngaku islam tidak pernah ngelakuin syariat nya,negatif
8502,rick tolong baca waktu lo di wawancarain ama youtuber tentang reza arap lalu kan lu di tampar tuh itu di tampar kecenceng apa engga beneran apa engga sorry rick gw kepo,netral
8503,rick tolong lu baca ya koment yang minum alkohol itu emng betul rick dia ngasih tau lu subscriber lu kbnyakan muslim jdi tolonglah agak sedikit d hargai dengam cara mnta maaf kek apa kek ,netral
8504,rick udh bikin ktp,netral
8505,rick w kasi sama kamu banyak bat haters bener kata u rick kalau suka gausah liat semangat rick w terus dukung u jadi baik jt subscribe tahun ini rick,positif
8506,rick w kasian sama lu banyak bat haters tapi bener kata u rick kalo ga suka ya gausah diliat v semangat rick w terus dukung u jadi yang terbaik jt subs tahun inii rick v ,positif
8507,ricko kontol,negatif
8508,rifqi fabian raja toket,netral
8509,rik aku kangen kamu main pb asli rik,netral
8510,rik aku request makan yng faedah aarna iri gabisa jdi jelek kamu,negatif
8511,rik aku soapers kamu untung kamu kurang toxic skrng haha,netral
8512,rik anak tmn gw jadi kya lu rik gra nntn vidio lu sekarang dia suka makan jembut bapaknya rik,negatif
8513,rik apa gua mesti jadi haters elu supaya komen gua di baca sama elu hahaha,netral
8514,rik baca komentar benci nyenengin kan hahahaha,negatif
8515,rik bikin konten helloween dong,netral
8516,rik bikin konten lo minum sperma lu rik itu pasti bakal buming bangt lain dari yang lain lo orang pertama yang bikin kontak itu pasti lo jadi lbh buming eriko lim minum sperma nanti bnyak yang kepoin lu trus bnyak yang subkribe saran gue itu konten nya ,netral
8517,rik bikin tutorial jadi heaters,netral
8518,rik buat cara mempercepat tumbuh jem ut ok,netral
8519,rik buat distrack buat haaters sekali bahasa inggrismu,netral
8520,rik buat vidio sma victoria lgi,netral
8521,rik coba deh bikin satu video yang dimana kamu berekspresi kayak video biasanya terus satunya kamu bersikap baik gitu hehehe sukses buat youtube rewaindnya,positif
8522,rik coba luu main game fifa,netral
8523,rik cobe denger lagu thailand wik wik wik,netral
8524,rik collab ama qorygore dong biar gore,netral
8525,rik dengeren aku aku tau banyak hatters kamu hatters kamu subribes kamu,netral
8526,rik di tunngu gp lu sama kimmi hime,netral
8527,rik diss aja benci pake lagu dj deon tai kambing tetap semangat bang terus hibur semua,negatif
8528,rik elu gk pernah ngencuk sama pacar gua kasih hari,netral
8529,rik emang muka kamu kaya kontol kelakuanlu kaya kampang kontol kamu kekapmpanganlu yg buat aku suka karena chanel kamu beda yg,netral
8530,rik emut kontol gua pliss,negatif
8531,rik gimana sih kpkssl lu banyak hetres gua iri njeng,netral
8532,rik gua kaga mau ngehate kamu daripada epsd selanjutny kaga yg komen gua komen aja dah anjing kamu rik bngst itu aja,negatif
8533,rik gue soapers kntl titik,netral
8534,rik gw mau lo bikin video riview tt nya odi ong kafilah berlalu lah bag v ,netral
8535,rik gw pribadi konten lu udh agak sdikit garing bikin yg lain lah jangan nge bahas kaya game atw yg udh sering dibahas gw saranin rik bikin conten yg agak aneh kaya mancingin belut berburu ikan hiu pasti bakalan ada yg baru kocak nya saran doang sih hehehe  elu bang erickontol,negatif
8536,rik gwe salut sama kamu tahan para benci moga tembus jt subscribe yah walaupun kata orang banyak yg unfaedah vidionya maksih hibur kamu semua,negatif
8537,rik iklan aku skip noh bayar lewat love sama like aja,netral
8538,rik janji lu botak jt subs manaa,netral
8539,rik kalau aku kasih saran tiap video kamu baca untuk tiru,netral
8540,rik kapan botak,netral
8541,rik kapan botak udah jt subscribe,netral
8542,rik kasih love dong,netral
8543,rik kata emak gua lu dulu kecidyduk lgi coli di wc skolah yah v,netral
8544,rik kedepannya bikin konten reading haters comment lagi rik,netral
8545,rik klau gue hate lo masuk video gak bangsat erikcolly,negatif
8546,rik ko iklan loh ada yg bakar kursi sma gold play button,netral
8547,rik link yg menit,netral
8548,rik lo bisa hamil z,netral
8549,rik lo ganteng,netral
8550,rik lo masuk mli dong ganti muslim ama coki ,netral
8551,rik lo tau ngga salah lo dimana pas ngajak arap lu arap dengan baik baik tapi di sela itu arap lagi sibuk dan bilang ga bisa salah lo disini terus lo bilang ada elu atau engga ada elu yt rewind bakal ada menurut gua itu ucapan cukup ngeggas dan arap tersinggung dong tapi arap sabar arap cuman bilang baper lu ntah apa masalah nya hingga arap komen di yt elu elu ga pantes nge hendel yt rewind kanapa arap ngomong begitu karana arap terjun di dunia ytb udah lama udah berpengalaman dan yt rewind indonesia itu bukan projek kecil rik sorry gua cuman ambil kesimpulan si terimakasih,positif
8552,rik lu gila terinspirasi sama pink guy,netral
8553,rik lu kapan collabs sama qorygore manusia sesama toxic,netral
8554,rik luh benar nya youtuber paling goblok dunia,netral
8555,rik makan eek,netral
8556,rik muka kamu kontol,negatif
8557,rik nyanyiin lg yg baru lu bikin,netral
8558,rik ome lagi lah woiii,netral
8559,rik pas ngentot videoin,netral
8560,rik pentil mirip,netral
8561,rik pink guy mana bgsd lo sembunyiin dimana,netral
8562,rik qw suka konten lu sampai keluarga qw semua makan jembut pakek nasi biar kenyang,negatif
8563,rik rambutlu sisir apa kali kali kesel gw njirrr liatnya v,netral
8564,rik sabar rik nama toxic sukses terus jangan lupa selesain youtube rewind nya biar semua ngk toxic liat hasil kerja keras,netral
8565,rik sejak umur berapa kamu pake kacamata dah,netral
8566,rik suruh kimi hime pap te e,netral
8567,rik tau joji the real of pink guy,netral
8568,rik udah coli berapa kalih haters lah anjink emang lu siapa bngsd,netral
8569,rik w tertawa liat komen haters kamu pikir nya pda pendek wkwk,netral
8570,rikes gaming lu dahh tobat,netral
8571,rikk qorygore di yt rewind ajak lah si qory wkwkk biar tambah ramee,netral
8572,rindu iklan lo yang hidup kadang tidak adil,positif
8573,rindu intro dora,netral
8574,rindu kau punya opening njenk wkwk kek ginilah wkwk,netral
8575,rindu ni intro v,netral
8576,rindu opening bgst haha,netral
8577,rip headseat,netral
8578,rip hesdset,netral
8579,rip heter soapking for lyfe,netral
8580,rip hset,netral
8581,rip kuping,netral
8582,rip kuping bangsat,negatif
8583,riq contentnya jangan gaming soal kalau kamu content gaming gua tertawa kalau gaming garing,netral
8584,riq contentnya jgn gaming soalnya kalo lo gk content gaming gua ngakak tapi kalo gaming agak garing,netral
8585,robert agustinus sama sama ngerusak emang makanya manusia punya akal sehat nah gua jga tau smua jenis narkoba gapernah niat mau nyoba why aku punya akal sehat itu pilih aku lah kalau tau negatif masih diikutin yg salah syp dong contoh nya elu sndri nonton sekali malah ngikutin toxicnya malah aku yg gencet tai,positif
8586,robi styanto muka lu lebih kek kontol bego,negatif
8587,rok kontol sombong bnget,negatif
8588,rok maen bareng victoria xd lagih donk,netral
8589,rokusi nai lemah goblok,netral
8590,rs jahad,netral
8591,rs komen duit coy,netral
8592,rugi youtube gede haters banyak guna,netral
8593,rumahnya pink guy dimana rik,netral
8594,rvs junior ga bisa bedain dia anjing yang mana yang bener yang mana yang ngetot btw lo kontol,negatif
8595,s,netral
8596,s    ,netral
8597,s i g o b l o k,netral
8598,s kamvret v,netral
8599,saaih,netral
8600,saat orang tumbang ada orang yang membullynya ingat bang,netral
8601,sabar,netral
8602,sabar ae lah cuk meskipun elu itu jelek dekil toxic parah idup lagi tp kita ttp support lu kok,negatif
8603,sabar aja,netral
8604,sabar aja bang,netral
8605,sabar aja bang,netral
8606,sabar aja bang ericko bgst gua suka liat video lu asu trus berkarya ya kntl,negatif
8607,sabar aja bang gua dukung lo kok emang netizen maha benar,netral
8608,sabar aja bang kamu family friendly wkwkw,netral
8609,sabar aja bang mereka karma kok,netral
8610,sabar aja bang ok v,netral
8611,sabar aja bang serah mau caci maki kamu itu jadi motivasi erick bersabargas negatif apa mau kamu gblok haters,netral
8612,sabar aja bang walaupun banyak yang ngehina lu ,negatif
8613,sabar aja kak eriko hehehe,netral
8614,sabar aja kalau ludiemin aja ntar mekeka jaga malesnkaga ditanggepin komenya kalau ditanggepin ntar malah lanjutbtrus maap subscribe kamu soal takut tau otu aku nonton begininsoal kalonsub keluar notivikasi kamu buat vidio apa hheheh,netral
8615,sabar aja rick ,netral
8616,sabar bag y,netral
8617,sabar bang,netral
8618,sabar bang,netral
8619,sabar bang,netral
8620,sabar bang,netral
8621,sabar bang,netral
8622,sabar bang,netral
8623,sabar bang,netral
8624,sabar bang,netral
8625,sabar bang,netral
8626,sabar bang,netral
8627,sabar bang,netral
8628,sabar bang,netral
8629,sabar bang erick,netral
8630,sabar bang ericko,positif
8631,sabar bang ericko lim,netral
8632,sabar bang gua selalu support sma kamu,netral
8633,sabar bang gua slalu dukung lu sampe lu kurus hehehe ,netral
8634,sabar bang gua support lu terus bang,netral
8635,sabar bang gw tetep dukung lo selalu vidio lu sekarang dia suka makan jembut bapaknya rik,negatif
8636,sabar bang hahaha icko kelak anak mu lihat video mu dan anakmu malu skolah karena teman sudah liat videomu apa yang kau lakukan,netral
8637,sabar bang haters haters yg gitu lama mati bang gua suport kamu terus bangchanel di,netral
8638,sabar bang hidup di indo itu diatur netizen kan bangsat yg hidup sendiri mlh ngatur orang kayak dirinya udh sempurna aja v,netral
8639,sabar bang kontoll,negatif
8640,sabar bang lama kontol mas tegang bibit mas tanam,negatif
8641,sabar bang lim,netral
8642,sabar bang malah haters bikin abang bangkit jadi haters bagai motivasi kamu bang cara balas haters dengan karya kamu bang tetep semangat bang,netral
8643,sabar bang mungkin sirik semagat karya,netral
8644,sabar bang nge hate kamu kampret banget aku tidak suka kalau banyak hate kamu bang,netral
8645,sabar bang sabar gausah ngegas,netral
8646,sabar bang terkadang haters subscribe kamu,netral
8647,sabar bang uji jadi sukses,netral
8648,sabar bang usah masuk hati,netral
8649,sabar bang w sub lo dri k lu sabat hetrs ma kontol semya,negatif
8650,sabar bang wkwkwk,netral
8651,sabar bangg tetep semangat,netral
8652,sabar bank coba,netral
8653,sabar bng,netral
8654,sabar boy karna haters menghasilkan uang,netral
8655,sabar bozzzz,netral
8656,sabar bro,netral
8657,sabar bro hina an itu adalah motivasi untuk mendapatkan rezeki ,negatif
8658,sabar bro mangkin banyak haters makin banyak viewers haters nonton wkwkwkwk apa yg komen ngebuli nonton lh nama nya rezeki banyak haters banyak rezeki itu bikin semangat bukti mereka klw lebih baik parah haters sipz,positif
8659,sabar bro nama hidup hadapin ajandonesia aku punya utub lho,netral
8660,sabar cuk v,netral
8661,sabar ericko lim semua yg bully kamu tu anjing semua nya otak bner otak yg disampahin moga maju bang ericko lim punya hati kamu,negatif
8662,sabar kak jadi lah haters jadi motivasi bisa jadi lebih baik,positif
8663,sabar kak tuhan beri kamu jalan keluar,netral
8664,sabar kk,netral
8665,sabar laa bang saya tetap dukung abang saya lah subscribe abang yang masih subscribe abang masih subscribe bang,netral
8666,sabar lah ric,netral
8667,sabar lah semangat bangn di mntin biar dapet adsence kontol emang lu rik xd,negatif
8668,sabar lim and fuck you,netral
8669,sabar njink,netral
8670,sabar ric gua tau di kontol lu ada kontol lagi kontol nya itu ada kontol lgi nah di situ elu anjing,negatif
8671,sabar ric nanggepin haters ma,netral
8672,sabar rick,netral
8673,sabar rick mending lo tobat aja rick,netral
8674,sabar rick sabar v,netral
8675,sabar rick slaw aj aku dukung kamu kok,netral
8676,sabar rik,netral
8677,sabar rik benci emng gitu,negatif
8678,sabar rik g semua orang mandang kamu baik orng punya mata rick paham babi,negatif
8679,sabar sabar,netral
8680,sabar sabar ric jan dengerin kata hatters bullshit for hatters,netral
8681,sabar uji,netral
8682,sabar y rik haters si anak kontol,negatif
8683,sabar ya bang,netral
8684,sabar ya erikolim,netral
8685,sabar ya rik gua yakin lu pasti sukses jadi kontol club,netral
8686,sabar yahh bang aku dukung lho bang erick gua doain moga lho dapet jt subscriber lebih yahh bang erik jangan kecil hati sebut erick kontol lim okehh gua dukung lho bang,negatif
8687,sabar ye bang,netral
8688,sabarr,netral
8689,sabarrrrrr ujiannnnnnnu gerak sendiri nulis nama kamu death note,netral
8690,sabian al ghazali wah anjing kesenengen lu kontol liat putingnama ortu nya harus di sebut gitu sampe sampe anunya di sebut,negatif
8691,sabina for live v,netral
8692,sabkreb sabkreb sabkreb,netral
8693,sabskreb sabskreb sabskreb sabskreb woy,netral
8694,sabun squad selalu untuk kamu eric to,netral
8695,sad anying baca komen yg pertama sampe sampe lu berkaca kaca napa nama ortu nya harus di sebut gitu sampe sampe anunya di sebut,netral
8696,sadar bro cuma channel hibur jangan buat serius lah,netral
8697,sadar bro ini cuma channel hiburan jangan dibuat serius lah,netral
8698,sadar lah wahai para haters soapking v bacod an kalian nggak bakalan ngaruh anjink v percuma lu yg goblok sendiri bacod disini koar koar gak jelas ericknya dapet adsense v,netral
8699,sadarrrr guys,netral
8700,sadd ,netral
8701,sades,netral
8702,sadiiss crottt,netral
8703,sadis bang tampar haters sama prestasi kamu bang semangat terusssss sama anjing,negatif
8704,sadizzzzz lim,netral
8705,sagiri aja deh masih hidup,netral
8706,sahabat kont l,netral
8707,saia cinta ericko lim,positif
8708,saia suka keras,positif
8709,saking kejam gua gua make adblock,netral
8710,sakit ati bacanya,negatif
8711,salah judul tuh bang harusny haters koq totoll,netral
8712,salah orang wkwkwkw,netral
8713,salah pas dibikin apa salah pas di didik mas,netral
