,text,sentiment
7968,oke mulai sekarang di dislike,netral
7969,oke rik kamu jujur kamu sunat,netral
7970,oke sama anti skip klep,netral
7971,oke sangat hibur terima kasih,positif
7972,oke semua perhati tolong jadi heaters gua dong biar gua cepet kaya v,netral
7973,oke sip mulai dri skrng gw hate erick supaya bsa dibales komennyyg gak jelas,netral
7974,old intro,netral
7975,old opening comes backkkk,netral
7976,om kok tidak upload vedio baru udah tunggu sama family aku malaysia ni,netral
7977,om ngomen hate lah biar baca di next content,netral
7978,omaigat i love this shit,netral
7979,omaiwa mo sindayo cengiiing,netral
7980,omong mu bang didik gitu cara nge hibur bang pikir positif aj mungkin anak bawah umur nonton video mu bang,netral
7981,omong toxic kalian juga ngrusak bangsa,netral
7982,onee chan daisuki des,netral
7983,onejing bener njing,netral
7984,ooh,netral
7985,ooh kontol,negatif
7986,ooh yea dsr susu kntl manis,netral
7987,ooy ericontol kata lu bullshit semua anjing,negatif
7988,opening auto njoget,netral
7989,opening comeback,netral
7990,opening gg,netral
7991,opening jess,netral
7992,opening legend,netral
7993,opening legend is back wkwkkw,netral
7994,opening legend kembali lgi yuhuuuuu ericko no limit prosss,netral
7995,opening lu mana bang,netral
7996,opening nya kangen wkwkwk iri sama lo,netral
7997,opening paling baik,positif
7998,opening yang sangat gw tunggu,netral
7999,opening yg gua tunggu,netral
8000,opening yg nanti,netral
8001,openingnya beda ajg,netral
8002,openingnya kren,netral
8003,openingnya mulai baik v,positif
8004,openingnya wkwkwk,netral
8005,oppe street good,netral
8006,oprasi dari memek anjgt,netral
8007,orang beda ciri khas brooo,netral
8008,orang bego yg nge haters,netral
8009,orang bibir tebal ngeteh neh ngeteh ngeteh anjing ngeteh asu fruuuup aaaaaah,negatif
8010,orang bibir tebal ngeteh neh ngeteh ngeteh nih anjing ngeteh nih asu fruuuup aaaaaah,negatif
8011,orang buta ngatain ericko ganteng,netral
8012,orang cerdas yg di komen mpat nya,netral
8013,orang idiot jenius,netral
8014,orang indo kalau ngebacot awto capslock an mana yg baik mana yg buruk bro ini youtube bebas semua usia aku cuma mau kasih tau kamu yg skrng bukan kamu yg dulu subcriber kamu dah banyak yg nonton banyak power influencer kamu punya kuat yg besar bisa pengaruh banyak orang yg kata aw karin jdi saran aj skrng kalau mau bikin konten jangan dulu yg langsung pintas makan jembut lebih dipikirin karena kamu punya power yg gede skrng cuma saran doang makasih belum,netral
8015,orang indo banyak goblok gatau ngambil sisi baik,negatif
8016,orang jahat yg sukannge bait di pubg nih wkwkkkwk,netral
8017,orang kamu perlu lestari rick toxic ngefek buat gua konten kamu hibur gua ton dasar anak kampang,netral
8018,orang mending omong nya bangsat kaya elo anjing biasa nya jujur wkwk,negatif
8019,orang ngehina erick erick auto ketawa ketawa aja,negatif
8020,orang orang nge subscribe luh mau dengar kabar kalau luh delete channel bukan liat muka luh yg pasar ngerti sih ngerti ngerti ngerti,netral
8021,orang orang ngehate bang ericko lim goblok ke jiwa,netral
8022,orang orang yang komen utu sirik bang jangan di duli,netral
8023,orang pantat tebel ers lu daftar berapa duit,netral
8024,orang stresss diladenin,netral
8025,orang tolol makin banyak duit kamu otomatis makin kenal kamu makin banyak haters kamu dia mau mungkin youtuber kenal kaya no haters,negatif
8026,orang udah jadi panutan aku mulai gaya hidup gaya ngomongnya aku udah baca bagaimana jalan hidup kamu bang mulai kabur rumah tipu akhir kamu sukses sekarang tidak langsung kamu udah jadi motivasi aku buat hidup dapet anak kaya bangsat,negatif
8027,orang yg baik itu liat dari cara bicara chanel lu bukan orang dewasa aja yg nntn anak anak pun ada kalo ank anak sana nyontoh elu dengan cara bicara lu yg kaya gitu gimana please lah mikir,positif
8028,orang yg komennya d baca angkat jempol nya kwkwkkwkw,netral
8029,orang yg nda suka video goblok nda suka tetap nonton dasar orang kontol,netral
8030,orang yg ngehate kamu pd so pinter bangat pdhl mah kiat lebih bego elu,netral
8031,org miskin ngasih panggung banga iri tu emang bisa kamu kan tetap semangat bg,netral
8032,orng pada ngehate lo tapi gua ngakak aja nonton lo tiap canda lo ga kandung sara jadi turut gua ya itu dar canda ngapain ambil pusing kalo ngehate lo bisa bikin gua kaya gua akan bkn fanbase anjir kwkw,netral
8033,orng sirik rik sirik konten kamu yg emang seperti taik hibur dn kamu ngehasilin uang bnyak tutup mata aja rik usah liat orng sirik bangsat anjng ngentod,negatif
8034,orng kenal emang banyak haters ric slow aja wkowkwokwo,netral
8035,orng zaman sekarang lebih suka kritik pada puji,positif
8036,ortu gak ngerti bahasa apa lol v,netral
8037,ortu lo ga ngerti anjing memek kontol,negatif
8038,otak eric balik,netral
8039,otak gwa ngebug coeg,netral
8040,ouh jadi bikin channel yt harus bikin konten ipa pkn ips biologi ya njink mana mana lu cuma haru ikutin mood yg bikin itu ga bisa lo paksa kontol,negatif
8041,ouhh yeahhhh,netral
8042,oui oui oui oui oui oui oui oui oui oui oui ouiii,netral
8043,outro nya lama banget bngst,netral
8044,owh,netral
8045,owh ya rick klo bisa lo collab aja aja si qory erick qory toxic ke dna,netral
8046,owh yeah tasty kepal milooo enakk,netral
8047,oy cebong kamu kenal mak kamu kaga oy,netral
8048,oy haters coba pikir erick tu cuma nyari content content nya lebih youtuber yg mikir gblk udah kalau mau liat video erick udah kamu tinggal unsubs udah kalau video erick tiba tiba biarin aja inti yg video yakult tu manfaat good job rick terus bakat mu,netral
8049,oy ngentot manee botakkk,netral
8050,oy rick bgst bikin konten game pb ngapa udah gapernah upload kamu,netral
8051,oya bang inget aja buka gua nasehatin cuma ngasi tau,positif
8052,p,netral
8053,p,netral
8054,p ntek,netral
8055,paan sih kontol,negatif
8056,pada bacot mulu kaya bocah ml,netral
8057,pada inti video ini hanya untuk buat para haters makin panashhh,netral
8058,pada bakar anjiing akwoakwoakaoak,netral
8059,pada ngebully paling iri wkwkwk,netral
8060,pada ngehate orang nambah dosa mending kamu main game aja udah,netral
8061,pada sok anjing lu tuh klo lu pada klo gk sub kyk erik lu tuh jgn bully lo tuh miskin aj anjing makanya lu tuh klo gk miskin ya kerja gblk,negatif
8062,pada sok sok ngehate lu bisa gk banyak duit kaya erick lu ngehate ngehate kek gitu malah jadi content lu gk suka tapi banyakin duit dia gimana sih lu,negatif
8063,pada tolol ajah subscribe udh di bilang kalau gasuka jangan nonton masih di tonton dasar bukan otak udang lagi otak semut,netral
8064,padahal channel hilang stress saat tugas kuliah serang erik sering bilang kalau chenel bukan buat orang baperan chenel juga didik,netral
8065,padahal islam ajar buat toleransi,netral
8066,padahal islam ajar kita buat toleransi,netral
8067,padahal yang ngomong dan komentar jelek sama sama gk ber otak,negatif
8068,padang dong bang,netral
8069,pagi mulai yg sehat sehat,positif
8070,pak,netral
8071,pakai youtube gratis mudah an korban bencana yg tinggal dunia terima sisi amiin keluarga yg tinggal mudah an beri tabah,netral
8072,pake hashtag dong rick,netral
8073,pake kualitas p erickolim mirip apip wkakka,netral
8074,pala aku ijo,netral
8075,palalu kek kontol ayam,negatif
8076,paling belakang ada tambah vidio nya cuk tidak faedah kamu hapus channelnya aja bwhahahahahahhahahahaha,netral
8077,paling dari kaum rapstronod,netral
8078,paling demen ne gua buka,netral
8079,paling enak emang ngomong bau memek depan bokin,netral
8080,paling family friendly di dunia,netral
8081,paling ga klo buat channel itu yg didik yg nonton bukan org dewasa doang pikir adek yg nonton channel lu jga dong malah tiru kata kata yg ga faedah dasar lemah dasar payah hadehh mau bawa mana adek nya nanti malah jadiin adek jadi,negatif
8082,paling iri org ni sama kamu bang btw iklan aku sqip y,netral
8083,paling kece dah wkwk v,netral
8084,paling suka sama backsoundnnya,positif
8085,paling suka w konten kek ginian awto ngakak v,positif
8086,paling yg jadi benci pgn baca comment nya sama erik,negatif
8087,paling haters si soapking raps apa dah lupa gue raps raps apa sih gue lupa bangsat,negatif
8088,palkon gaming sama,netral
8089,pangeran toxicrs kamu bae bang ngomongnya sopan bang aja saran aku moga manfaat jg jangan bikin video terlalu gila bangtu chanel kamu tolol,negatif
8090,panjangin aja konten yg ini,netral
8091,panjat terus bang tembus juta,netral
8092,panoetan aku sekali bang erick wkwk,netral
8093,panoetanquuu,netral
8094,pansih anjink,netral
8095,pansos kamu anjing sama aja kontol wkwkwk,negatif
8096,pantad dia tebel bngsd percuma ngejlek in juga v,netral
8097,pantad lu tebel wokwokwowk makanya kaga triggered,netral
8098,pantad tebel bngsd percuma ngejlek in v,netral
8099,pantad teubel,netral
8100,pantad tipid auto trigred,netral
8101,pantat baja,netral
8102,pantat level max x,netral
8103,pantat level njing,netral
8104,pantat lu tebel ya bang,netral
8105,pantat tebal luv luv,netral
8106,pantat tebel banget ni orang,netral
8107,pantat tipid hqd h,netral
8108,pantat tipis,netral
8109,pantat tipis semua njeng akakakaa,netral
8110,pantat ya tebal gk kya astronot v,netral
8111,pantesan bnyk haters lo songong amet njing like yg tuju eriko lim hapus chanell,netral
8112,panutan,netral
8113,panutan,netral
8114,panutan mantap boss banyak haters mah tetep sans terus banyakin konten yak haters lu miskin humor kek nymakin miskin gblk beli kouta demi ngehate dia gblk,positif
8115,panutan aku banget,netral
8116,panutan aku nihrick,netral
8117,panutan bet dahh,netral
8118,panutan btw ka eric ganteng erma ajah udah nonton bokep goblok hilang atur gituan anjing,negatif
8119,panutan gua anjerrrrr wkwkwk toxic lu gua tunggu lagi,netral
8120,panutan iniii mahhh wkwkkwkwk,netral
8121,panutan ku,netral
8122,panutan kuu,netral
8123,panutan ni mah,netral
8124,panutan saiaa unya,netral
8125,panutan yours my capten,netral
8126,panutanq erickontol love you pokonyamah unchumchunch,negatif
8127,panutanq lu doang org di youtube gk minafik bos respect moga tahun ini juta subs kapan meet n greet lgi bos kgn nih soapers,netral
8128,panutanq mana nih para soapers harap d like y,netral
8129,panutanqk harga kerja keras k lim,netral
8130,panutanqoelanya masa tiktok,netral
8131,panutanqu nihdont give a fuck about that fucking haters bukan erico yang gue kenall,netral
8132,panutanque,netral
8133,panutanque bangsat,negatif
8134,panutanque bangsat gara gara erick gua femes njirr on setia xd,negatif
8135,panutanque sikntl ericko,netral
8136,pap kontol rik,negatif
8137,pap tt donk,netral
8138,pap tt kak kimmy,netral
8139,papa bang samping banyak haters kamu banyak yg setia tidak bully kamu h pikirin semangat terus bang karya,netral
8140,papa kamu yg makan jembut,netral
8141,para benci nya seperti titit,negatif
8142,para haters kalian terlalu sibuk ngurusin hidup orang saking sibuk ampe lupa ama hidup kamu sendiri,netral
8143,para haters mna suara nya wkwkwkwkwkwwkwkwkwkwk,netral
8144,para haters suka channel erick sila minggir kontol,netral
8145,parah bro kalau ada bocah yg tiru tingkah gk mutu lo dan lo tiba tiba mati apa lo gk takut dapat dosa jariyah,netral
8146,parah itu bang parah banget,netral
8147,parah kamu udah ganteng bikin yt riwaind,netral
8148,parah masuk in gambar dewa,netral
8149,part,netral
8150,part ada unsubs lwlwlelwl,netral
8151,part bang d asyque liat haters cuman komen gajelas d,netral
8152,part bang tertawa aku,netral
8153,part dongg mobile lagi,netral
8154,part kontol,negatif
8155,part nya mana anjing ngetod tolol tertawa anjing guwa,negatif
8156,part pls,netral
8157,part tunggu,netral
8158,pas di sad moment gue ngerasa lu kayak motivator wkkwkwkwkwkwkwk,netral
8159,pas erick bilang aku cuma ngehibur subscribe gua its fact buat aku aku beneran trhibur ama konten,netral
8160,pas kali,netral
8161,pas marsha w ulang trozzz tertawa so hard,netral
8162,pascal teintang goblok kamu,netral
8163,pascal teintang tull,netral
8164,paten w udah paling kasar tapi ga baca sedih ric,negatif
8165,patner depan jahat hati nya baik tolong anak yatim piatu pokok the best rick cheers ang wkwk,positif
8166,pdhl gaada untung juga jd haters buang waktu gibahin org v,netral
8167,pe a,netral
8168,pecah kepala otak orang bg,netral
8169,peduli anjing,negatif
8170,peler kamu gua haters kamu bacain komen gua tod,netral
8171,makan jembuddmana juga tetep dia pantad tebal v,netral
8172,baca koment macam apa inih,netral
8173,pikir dewasa dengan bahasa yg kasar its oke bro,negatif
8174,pikir lo kontol,negatif
8175,pikir lu bagus rick lu jadiin semua caci dan omong para haters lu buat motivasi diri sendiri gua salut ama lu,positif
8176,pilih komentar yang cerdik buat erick lihat sisi yang benar hehe,netral
8177,tampak,netral
8178,dapat tentang jess yg pedo,netral
8179,didik sejak tk nih orang indonesia biar ngilangin sifat bully,netral
8180,terus younglex yang udah mao insap wkwkwkw,netral
8181,emis,netral
8182,ken jadi komen atas dong rick,netral
8183,ken muntah gw liat muka lu goblog dan gw juga jijik sama laku lo anjin udah lebih autis kalo misal gw punya kakak kaya lo mending bunuh diri gw rik sumpah tapi gua tetep dukung lo ko rik terus kembang rik konten sampah lo yaa semangat ericontollll,netral
8184,ken nyobain titid lu rick,netral
8185,peningliong,netral
8186,tonton ke,netral
8187,pentiil kamu besar ya bg,netral
8188,pentil lho kok kecil bang,netral
8189,pentil lo besar bet njeng,netral
8190,penting amat nyuruh org subscribe ribet bnget anjing klo org suka ga ush dsuruh jg bkal subscribe sndiri kontol pke ikut an si gledek dtk dtk dtk anjing lu,negatif
8191,penting banget nge bully eriko dia udah kebal bullyan,netral
8192,penting banyak duit yah bang ericko lim entang haters terus lolkin channel agak waras dikit dong channel kaya taik,netral
8193,penting karya ngehibur harus tenar goblok haters memang raja apa comment intro emang kamu ngbuat channel ampe subscribe gede bang eric,netral
8194,penting kocak,netral
8195,penting mah positif lah mau anjing bgst kontooolll yg penting gua ketawa wkwkw,negatif
8196,penting tertawa channel,netral
8197,penting viewernya banyakk,netral
8198,penting w tau mana yg cuma buat hibur mana yg gua realisasi temen gua,netral
8199,pepek heterssss,netral
8200,pepepk iklan ga gw skip,netral
8201,asa gw ganteng erick daripada arap,netral
8202,beda ericko lim sama arap pas bikin yt rewind ericko masih nyempetin nyari adsense beda ama arap yang fokus dulu ke yt rewind baru bikin konten wkwkwk,netral
8203,percuma comment jelek ke ericolim dia ga akan ubah itu hidup dia dan dia neng ngelakuinnya jadi lebih baik support biar dia bisa lebih baik belum tentu yg comment jelek ke ericko lebih mapan dari dia,positif
8204,percuma first kntl kalo lo g liat full anjg ji,netral
8205,percuma goblok mantul woi udah lanjur rusak peju,netral
8206,percuma jadi haters tolol kamu tetap miskin anjink,negatif
8207,percuma kamu haters kntl ngehate org yg pantat tebal dunia,netral
8208,percuma lo hujat erickolim erickolim malah tambah kaya anjgggg,netral
8209,percuma lu komen dia bakal dapat duit,netral
8210,percuma nge hate dia tambah nyolot njirr,netral
8211,percuma ngehate erick kan pantat dia tebelnya cm,netral
8212,percuma yee kontol kamu panas panasin erick lewat koment kgk bakal bakar dia udah kebal pantat vozz,negatif
8213,pergi kalian haters,netral
8214,pergi sana ajg,netral
8215,periyotaskan mayoritas pada minoritas,netral
8216,kontol,negatif
8217,perkosa dalm klas rekam cctv,netral
8218,perlu close channel nya orang nya pake youtube harus bijak udah tahu ada nama restricted mode,netral
8219,perlu didik udah cap channel didik kamu rik,netral
8220,pernah ibadah kamu lim,netral
8221,pernah liat intro mana,netral
8222,pero toxic mah bebas yg penting duit,netral
8223,persen yg komen tu bocah sial,netral
8224,pertahanin intro,netral
8225,tahan intro nya bang,netral
8226,pertama aku suka bng lucu buat sya tertawa aku suka,positif
8227,pertama anjg,netral
8228,pertama dapat apa bang,netral
8229,pertama kali coli kapan bang v,netral
8230,pertama kali gua nonnton youtube tanpa skip anjingg mantap erickoo knntollll sukses buat lo hibur semua para sub lo a,negatif
8231,pertama kamu dua kamu ea,netral
8232,pertama mamak dah bilang tidak sesal ngelahirin erick udah comen salah malah ngegad aku yakin erickolim cuma kamera gin ku lihat aja video buat pizza sama liong kasih satpam masih bagus pizza nya,positif
8233,pertamax,netral
8234,tanya,netral
8235,tanya mantap njenk,negatif
8236,tanya cuma satu si justin jessnolimit ga marah kenapa kalian marah,negatif
8237,perut apa celengan babi bangsat,negatif
8238,perut apa roti sobek,netral
8239,pesan moral erick emang bethebest bngt bgst wkwkwkwkwkwk bang hahahaha,netral
8240,pewdiepie,netral
8241,pewdiepie raja youtube aja video gaje semua wkwk,netral
8242,pewdiepie team like,netral
8243,pict lo buat bacol boleb ga aowkakakqk,netral
8244,pideo lo mebosankan broo sekarang jingggg,netral
8245,pigman,netral
8246,pikir yg cerdas,netral
8247,pilih adsanse atau momi,netral
8248,pilih kimy hime awkarin,netral
8249,pin this you will gone soon,netral
8250,pingin jd heaters lu aja ah biar faedah bau memek,netral
8251,pingin ngentot,netral
8252,pink guy,netral
8253,pink guy channel unfaedah banyak subscriber nya padahal laku lebih gila erick,netral
8254,pink guy lebih parah bro,netral
8255,pintar lo bang kwwkwkwk ngelawan haters,netral
8256,pinter kamu rick trik youtuber paling jossu cm buat ngehibur buat lakuin apa yg mau lakuin walupun emg gila aga beda yg wkwkwk gua nonton seru ajasi,netral
8257,pito ar gausah nge gas anjing,negatif
8258,plagiat erpan anjing,negatif
8259,plagiat erpan editing ny,netral
8260,plagiat filthy frank,netral
8261,plagiat filthy frank wkkk,netral
8262,plagiat intro lolb erick,netral
8263,plagiat konten filthy baca komen xd,netral
8264,plagiat tai,netral
8265,play gema kamu napa,netral
8266,play ggwp v,netral
8267,play pesawat lion air,netral
8268,please lah kontol jangan upload video ngebucin lagi anjg bikin video frontal lu lagi lah anjing ngentot memek jembut itil pepeq combeck frontal lah ngentot,negatif
8269,please make it trending,netral
8270,please part,netral
8271,please read my opinion pikir bodoh meski lu bilang g us h ng kutin pa yang gua l ku n stop the fuckin bulshit lu itu youtuber cara ga langsung lu itu influencer apalagi subscriber lu rata rata bocah jadi dia belum bisa nentuin mana yang harus diikutin atau ga sampai sini paham figur publik harus bawa pengaruh baik juga pada bangsa lu kenal gara gara toxic dan rara rata fans lu juga bocah kampung dekil gua bukan hate lu tapi ambil alih lah dengan maju bangsa ga ada kualitas channel lo miris,positif
8272,pleassee fullkan volume kalian jamin tagih v,netral
8273,pler,netral
8274,plis baca k nt l knp loo gilaa sihhh,netral
8275,plis collab sama arap,netral
8276,plis kamu yg ngehate kaga pernah liat channel yt kaya how to basic apa yak wkwk kalau kaga suka kaga usah tonton kamu yg pilih terus apa guna bapak mak kamu didik kamu konten kaga selalu didik hibur emg sinetron yg tiap hari kamu tonton didik njink,positif
8277,plis la rick renti ngikutin pink guy tu manusia buat udah gada lagi di muka bumi ini jan bikin versi indonesia thx,netral
8278,plis lah,netral
8279,plis lah buat semua yang ngebully soapking emng hidup lu udah bener semua apa sok sok komen buat ngerubah laku orang lain jadi baik urus tu hidup lu sendiri emng udah baik oiya ada yang bilang chanel gak mutu ga faedah ya lu punya hak gt kalo udah tau gak mutu ga faedah jangan tonton anjing goblok banget jadi haters,positif
8280,plis lah jancuk kangen ke goblok elu lagi gw wkwkwk,netral
8281,plis lah request kontol model gin jangan ucap,negatif
8282,plis ngertiin gua bang,netral
8283,plis toxic apan woy,netral
8284,pliss hatersnya ericko lim henti nge hate memang salah ericko lim apa sampe nge hate kaya gitu,netral
8285,plisss unsub chanel ini,netral
8286,plissss,netral
8287,pocong awokaowkaowkoak sini gw ajarin ngebait yg bener,netral
8288,pocong mohon di paham kimak,netral
8289,poin video gua dong,netral
8290,poko kalau cerdas usah nonton aku nonton aku suka pada nonton bokep anjing,netral
8291,pokok erick stop ngomong kasar,netral
8292,pokok gua dukung lu terus kontol biar lo makin kaya,negatif
8293,pokok yt rewind nggak ada rapyourbae jadi jelek,negatif
8294,poko lu keren bang cuekin aja haters anjing ini mahh bikin lebih gokil lagi bang biar haters kontol ini lebih gk neng hahahahhahaha,negatif
8295,poko lu tuh lebih ganteng dari arapp pokonyaa,netral
8296,poko tetap semangat bang buat karya,netral
8297,ponakan si ocong yess,netral
8298,positif akan kalau negatif ada simple gantung pribadi masing masing,netral
8299,positif hamil,netral
8300,positive thinking aja broo suka karrna hibur,positif
8301,potong jembut kontol,negatif
8302,ppfft astronot kok dj,netral
8303,ppq,netral
8304,pray of lion air jt,netral
8305,press f to respect,netral
8306,pribahasa buat yg bilang haters ericko,netral
8307,prinsip gw mah gin makin banyak haters makin kenal kitaterus bangsad,netral
8308,priscilia pin makannone stuju banget,netral
8309,priscilia pin makannone stuju banget,netral
8310,proud jon haters is money,netral
8311,prut lo sixbonss pak,netral
8312,pth hack,netral
8313,pubg,netral
8314,puja jembut eriko ulululululul,netral
8315,pun elu ericokontolim aku tetep dukung kamu bang bang aku dlu subscribe kamu,negatif
8316,pundi pundi uang datang,netral
8317,punya akal sehat tidak milih konten hadehh,positif
8318,punya channel ikut suka dia mau bagaimana yg penting hibur pas stress,positif
8319,punya duit kamu,netral
8320,punya hatters kok bangga bego njing sumpah guna bangsat,negatif
8321,pusing gua bedain yg mana komen canda sama yg emang real ngehate lo,netral
8322,pusy and dick get to pussy erick kontol,negatif
8323,pusy and dick get to pussy erickontol,negatif
8324,put ra karena eloh buat dari memek dan kontol yg saling reaksi,negatif
8325,putang ina mo,netral
8326,puti nadhira azali a waifuku kok ngomong kasar kubur sagiri udah perawan sudah kupake,netral
8327,q a with kontoru,netral
8328,q bang gimana kalo anak anak liat video lu,netral
8329,q kamu perlu brp x shake sampe bucat itung cb bagus de jd in konten,positif
8330,qna bareng ody bang,netral
8331,qory ikut ytrewind,netral
8332,qory ikut ytr gk bg,netral
8333,qory vs erick,netral
8334,qorygore anjing,negatif
8335,qorygore nya xianyieng wkwkwkwk,netral
8336,qorygore si bocah bar bar indo cabul cabul club,netral
8337,qorygore was here,netral
8338,qorygore wkwk,netral
8339,qorygore woakaka,netral
8340,qw pngin beli baju shoapking a lel gmna cra beli a lel,netral
8341,r i p english,netral
8342,r i p headset user,netral
8343,r i p sensor,netral
8344,rad emang cok,netral
8345,rad ni orang wkwkwk top lim top haters di batuin wkwkwk,netral
8346,rad v,netral
8347,raditya tata baca yg bner makanha coyy,netral
8348,raditya tata eh bocah ngentot baca komen yang bener anjing kontol paham baru komen ngentot,negatif
8349,raditya tata tul,netral
8350,rafi irwansyah bocah menkreppppp,netral
8351,rafli muhammad kalau g suka report dislike aj,positif
8352,rafly akmj iihh apa sih u,netral
8353,raih haidar sorry bg,netral
8354,rai koyo sempak awkwkwkwk,netral
8355,ralat bang pas menit kata era globalisasi harus pake kata era digital,netral
8356,rama balola tunggu ytr keluar paling,netral
8357,rama rendika soapers aku puja setan,netral
8358,rama rendika woi,netral
8359,rambut aku ijo,netral
8360,rambut alay kamu ganti ngapa coyy,netral
8361,rambut dan badan walpath tapi muka daylen wkwkwk v good edit,netral
8362,rambut gua ijo,netral
8363,rambut gua ijooooooooo,netral
8364,rambut gue ijo,netral
8365,rambut gue ijo,netral
8366,rambut gw ijo,netral
8367,rambut keramas brapa abad,netral
8368,rambut lu mirip apip,netral
8369,rambut nya cukur udah kaya jembut keriting wkwkwk,netral
8370,rang mang kalau kamu fansnya ngapain kamu ngomong yg nga bener,netral
8371,rangin iklan lahhh taiiiiiii video durasi berapa iklan abrek,netral
8372,ranjanya ericolim the pink guy kontol,negatif
8373,rapnoroket,netral
8374,rapstronot semua tu pasti banci banci semua,netral
8375,rapstronot tanpa roket bencong tanpa tok toket anjgggggg,netral
8376,rapstronot udh gk ada bgst,netral
8377,rapyourbae yang hate comment ohya sedikit cerita nih,netral
8378,rasa ajig,netral
8379,rasa chanel ada manfaatx sama skali,netral
8380,rata heters lu anak rapstronot bang hahaha dendam kali mreka gara tuhan nya hapus channel hahahaha,netral
8381,rata subscriber lu pasti laki wkwk,netral
8382,rb like and rb dislike arti bener dong apa bilang erick banyak suka ketimbang suka kalau suka sudah usah di tonton cari youtube channel lebih mutu didik segala macam kalau kamu udah tau ni channel ngetitik ngapain kamu mampir kesini kentot erasa paling benar,positif
8383,re,netral
8384,reacthaters kedokmarahtidakdiberijatahmalemjumat,negatif
8385,reaction lagu thailand erickontol d pas buat lu tuh,negatif
8386,reaction lagu uiw uiw uiw uiw dong bang,netral
8387,reaction video wik bang,netral
8388,reading hate comment aja jadi duit what a genius,netral
8389,reading haters comment sm mama lu rik,netral
8390,rekt,netral
8391,rendy pangalila,netral
8392,request bacain comment haters no toxic rick,netral
8393,resiko toxic anjay,netral
8394,respct bang jangn hirau kata hatters tetap karya,netral
8395,respect,netral
8396,respect,netral
8397,respect ericko lim,netral
8398,respect for erico,netral
8399,respect for you,netral
8400,respect for you semangat terus bang,netral
8401,respect kak erikdi rindukann,netral
8402,resvect i dengerin tod heters mah gitu memang,netral
8403,review haters r erick didik loh nonton kontol,negatif
8404,review mobil kamu rik,netral
8405,review sabun coli cap soapking dund kntl,netral
8406,reyhan famous hiya hiya hiyaaa,netral
8407,reza arap klah sama ericko lim wkwkwkww,netral
8408,reza arap kontol,negatif
8409,reza arap oktovian forever best,netral
8410,rezky febian kok sekarang tatto an,netral
8411,ria ricis,netral
8412,ribu like vs dislike bitch,netral
8413,ributin yuu haters rick ajak ketemu kicep haters jaman sekarang lemah,netral
8414,ric botak manai anjing belakang rumah aku,negatif
8415,ric buat experiment donggg,netral
8416,ric coba luh bikin hal hal baik tapi luh cmn bikin konten yang gak faedah smuah njir,positif
8417,ric gua request kamu minum air balut donk plissss,netral
8418,ric kamu bukan king but you only queen crrot,netral
8419,ric kamu cariin ama ceboong anak blys ama imang,netral
8420,ric kamu takut ngomong kontol mulu entar tu jidat tumbuh kontol baru tau rasa kamu terus tu jidad belah jadi pepek,negatif
8421,ric kapan kamu colabs sama om dedy corbuzer,netral
8422,ric lo bikin video lucu kaya yakult lagi sih ric,netral
8423,ric luk suka memek coleb sama kake legend aka sugiono,negatif
8424,ric minta tanda tangan dong,netral
8425,ric pacar lo buat gw ya,netral
8426,ric semangat yaw gwa tau kamu pastu,netral
8427,rick ajarin aku buat you tube dong suhuuu senseei,netral
8428,rick aku akuin kamu emang pintar orang aku tau kok belakang kamu orang kagak toxic emang anjing kamu wkwkwk,negatif
8429,rick bikin diss buat fans lo,netral
8430,rick bikin eksperimen lg dong dari pada bahas haters kayak gtu gw request eksperimen coli pake tisu galon,netral
8431,rick bikin konten ngeue kim hime,netral
8432,rick bikin konten pb dong ama gw gw soapers sejati nih bgsd,netral
8433,rick bikin shit content lagi dunk kek dulu bosen cuma main game doang terus collab sana sini kalo bisa kek dulu,netral
8434,rick bikin toturial cantik part,netral
8435,rick bikin video bacain comment hatter wakakakak,netral
8436,rick bikin video sama tompel dong kocak dia kalo ngegass,netral
8437,rick botakin pala lu dong biar makin keren kayak si justin bentuk kek kontol rambut heheheheh begini gua demen ua skip mamam noh haha klan kok dikit rick cuma gk gw skip,netral
8438,rick buat gua juga jadi hater lo lah gimana yak udah terlalu pintar gua mau juga gua jadi orng tolol biar di baca komen nya sama lu whahaha,negatif
8439,rick buat konten ama tompel yg paling jijik kwkwkw,netral
8440,rick coba kasih tau si sinosqi dah kok dia jadi plagiatin lu rick ada beberapa persis banget konten njir tolong di kasih cerah ke dia rick,netral
8441,rick duet sama eno bening dong,netral
8442,rick gua anti skip skip iklan wkwk,netral
8443,rick gua kata yg bikin viewers mu makin demen liat kamu cara simpel,netral
8444,rick gua masuk video lu donk gua komen hate rick lu itu gak cocok jadi orang lu cocok jadi manusia,netral
8445,rick gua suka sama lu v,positif
8446,rick gua suport kamu rick apa kamu buat konten youtube iklan nya banysk ngentod bangsat babi,negatif
8447,rick gue mau nanya sama lo lo berani nggk ngedit video dedy corbuser ke konten lu gitu kalau lu berani gua kasih tiap konten lu dan di share ke facebook dan temen fb gue ada ribu lebih kalau nggk gua kasih bro tapi jangan lewat,netral
8448,rick gw fans sejati lu rik tiap lu up pasti gw tonton rick dan pasti gw unlike,netral
8449,rick gw tuuh gasuka liat video konten lu tapi lebih suka liat iklan iklan yang ada di video lu makanya iklan ga gw skip,positif
8450,rick haters lo iri sama lo jangan masukin ke dalam hati,netral
8451,rick iklan kamu honkai impact mainin rick sapa tau kamu sange,netral
