,text,sentiment,labeling
5358,soapers garis keras,positif,tidak kasar
5359,soapers gw asli bukan kw super,positif,tidak kasar
5360,soapers jatim here voss,positif,tidak kasar
5361,soapers like,positif,tidak kasar
5362,soapers like broo,positif,tidak kasar
5363,soapers mah ketawa aja liat komen kek gitu eaa zeeb sangad,positif,tidak kasar
5364,soapers never die,positif,tidak kasar
5365,soapers ngehate ericko kuy biar ericko banyak duit ntaps,positif,tidak kasar
5366,soapers nih kapan adain tantang soapers,positif,tidak kasar
5367,soapers nih kntl,positif,tidak kasar
5368,soapers nomber lanjut teruss brooo bodo amat sama mreka,positif,tidak kasar
5369,soapers pro ea,positif,tidak kasar
5370,soapers sejati anjeng,positif,tidak kasar
5371,soapers sejati dong,positif,tidak kasar
5372,soapers sejati gw semngat rik,positif,tidak kasar
5373,soapers sejati komen,positif,tidak kasar
5374,soapers sejati mana,positif,tidak kasar
5375,soapers sejati mana,positif,tidak kasar
5376,soapers selalu ada buat lu bang keep charming stay focus,positif,tidak kasar
5377,soapers tetap soapers,positif,tidak kasar
5378,soapers vs rapstronot,positif,tidak kasar
5379,soapersgsattttt,positif,tidak kasar
5380,soaperss mana suaranyaamengibur gua banget anjayy thank you,positif,tidak kasar
5381,soapking,positif,tidak kasar
5382,soapking,positif,tidak kasar
5383,soapking anti bakar pantad ea pepeq terus berkaraya,positif,tidak kasar
5384,soapking best,positif,tidak kasar
5385,soapking mah bebas,positif,tidak kasar
5386,soapking tetap d hati eaa,positif,tidak kasar
5387,soapkingmah keball,positif,tidak kasar
5388,soappers,positif,tidak kasar
5389,soappers never die,positif,tidak kasar
5390,soapres,positif,tidak kasar
5391,soapstronaut,positif,tidak kasar
5392,sobat gurun hiyahiyahiya,positif,tidak kasar
5393,sobat gurun iyaaa bukan kyak elu bayi tabungg bgst,positif,tidak kasar
5394,sobat gurun sedih sekali hidup anda bisa cuma nge dislike orang,positif,tidak kasar
5395,sobat gurun terus lu kudu ngomong zionis satanis,positif,tidak kasar
5396,sok jago rasa paling kuat dih malu in orang depok aja tod,positif,tidak kasar
5397,sok lu bang reza musuh besar lo aja bang ericko lim sang wibu indonesia wkwkwk muka lu kayak reza arap bang,positif,tidak kasar
5398,sok ngatur ngentod subscribe ajh hahah tertawa,positif,tidak kasar
5399,sok punya hater lu njing,positif,tidak kasar
5400,sok sok an ngatain ericko lim lu sndiri punya otak cuman buat ngehina orang para haters mikir napa goblok lu udah baik apa sok an ngata in orang,negatif,kasar
5401,sok suci,positif,tidak kasar
5402,sok y luh ngomong ta ngemeng susu bro,positif,tidak kasar
5403,sony widiyanto benar lu itu ada di pihak siapa sih bro,positif,tidak kasar
5404,sopam dikit lucu lah hahaha yg buat masker dong,positif,tidak kasar
5405,sopan sekali kamu anjink,positif,tidak kasar
5406,sopers hadirr,positif,tidak kasar
5407,sori bro tiba tiba tangan aku gerak sendiri nulis nama kamu death note,positif,tidak kasar
5408,sorry bang telat telat tetep auto nonton bang,positif,tidak kasar
5409,sorry bos tidak atur yg bilang youtuber ngomong sopan,positif,tidak kasar
5410,sorry ngegas,positif,tidak kasar
5411,speed x gg,positif,tidak kasar
5412,sperma gw keluar di menit,positif,tidak kasar
5413,squad soaper mana suara wkwk mem k kok ngilu anjeng,positif,tidak kasar
5414,squudwot baaaaacccooooooot,positif,tidak kasar
5415,ssooooapers sejati mana suara,positif,tidak kasar
5416,stay,positif,tidak kasar
5417,stay kalem,positif,tidak kasar
5418,stay soapers ngntd,positif,tidak kasar
5419,stay soaperssss,positif,tidak kasar
5420,stay sopaerss,positif,tidak kasar
5421,steady aq fan mu dri mlysia haters otak crack,positif,tidak kasar
5422,steven shu harap tahun wujud peraturanya,positif,tidak kasar
5423,stju rik,positif,tidak kasar
5424,stop hate spread love v,positif,tidak kasar
5425,stres cuma buat hibur gblk,positif,tidak kasar
5426,suara jangan jumpscare lah ajg,positif,tidak kasar
5427,sub chanel gw gw akan sub balik bos q,positif,tidak kasar
5428,subcraiber,positif,tidak kasar
5429,subcribe chaneel gw yak saling dukung,positif,tidak kasar
5430,subcribeer kamu naik rik parah dah,positif,tidak kasar
5431,subs back bro w adik erickolim loh v,positif,tidak kasar
5432,subs bot,positif,tidak kasar
5433,subs chanel yt gue guys subs akan ada ga dm skin ayo guys,positif,tidak kasar
5434,subs channel aku dong,positif,tidak kasar
5435,subs channel gw yg mau disubsback comment,positif,tidak kasar
5436,subs gan gwa ultah,positif,tidak kasar
5437,subs gua gua subs back,positif,tidak kasar
5438,subs gua nanti gua subs back,positif,tidak kasar
5439,subs gw bro biar bisa verified,positif,tidak kasar
5440,subs semua chanel ini bantu erick juta biar tambah greget family friendly,positif,tidak kasar
5441,subsback,positif,tidak kasar
5442,subscribe,positif,tidak kasar
5443,subscribe,positif,tidak kasar
5444,subscribe,positif,tidak kasar
5445,subscribe,positif,tidak kasar
5446,subscribe,positif,tidak kasar
5447,subscribe,positif,tidak kasar
5448,subscribe aku warna biru bang bagaimana donk,positif,tidak kasar
5449,subscribe channel aku yak ntar disubsback,positif,tidak kasar
5450,subscribe channel ku bro,positif,tidak kasar
5451,subscribe cuma juta aja pake gaya kalah sama atta halilintau,positif,tidak kasar
5452,subscribe cuma segitu doang kalah am atta,positif,tidak kasar
5453,subscribe beli wkwkwo,positif,tidak kasar
5454,subscribe ericko lim dari zaman masih kerja di garena,positif,tidak kasar
5455,subscribe gak naik wkwk,positif,tidak kasar
5456,subscribe juga channel aq kaka nanti aq subsback kedengeran suara lu,positif,tidak kasar
5457,subscribe makan bulu ketek mamah kamu,positif,tidak kasar
5458,subscribe me pliss,positif,tidak kasar
5459,subscribe youtube aku,positif,tidak kasar
5460,subscribeny mulu,positif,tidak kasar
5461,subscriber banyak nonton dikit hapus aja channel,positif,tidak kasar
5462,subscriber beli,positif,tidak kasar
5463,subscriber kok g nambah,positif,tidak kasar
5464,subsribe gue oy ntar gue subsribe balik,positif,tidak kasar
5465,suci bagai debu,positif,tidak kasar
5466,sudah wajib kita bagai netizen untuk rangkul dan membully,positif,tidak kasar
5467,suka tertawa ama org yg takut anak nonton video lah internet bos anak kecil buka yutub terus iseng ketik tetek jg bakal keluar semua video yg isi toket semua wkwkwk inti kalau bocil buka yutub musti awas ortu nya lah ortu nya jg musti rajin liat history anak nya nonton apa aja kalau yg jelek hapus biar gada recommend video lg,positif,tidak kasar
5468,sukses bro,positif,tidak kasar
5469,sukses terus bang,positif,tidak kasar
5470,sukses teruss motherfucker,positif,tidak kasar
5471,sumber uang fans yg tunda pinter juga lo kntl,positif,tidak kasar
5472,sumbu pendek gausa liat eaa kena dark joke dikit baper ea bocah kentang eaa,positif,tidak kasar
5473,sumpah aku tertawa anjeng baca comment hatersny,positif,tidak kasar
5474,sumpah allah like comment,positif,tidak kasar
5475,sumpah bang aku kekeh liat,positif,tidak kasar
5476,sumpah bang gua hibur s,positif,tidak kasar
5477,sumpah dulu aku benci erick pas aku lihat video aku jadi suka dengan chenel ericko,positif,tidak kasar
5478,sumpah ericko kamu bad timing ngeupload video,positif,tidak kasar
5479,sumpah gua bukan haters juga bukan subscriber boom,positif,tidak kasar
5480,sumpah gua ngefans banget sma lu rik,positif,tidak kasar
5481,sumpah jujur gw dlu benci bngt parah sama ni org tapi skrg udah tau sisi doi gue jadi chill aja dama doi soaperrrs,negatif,kasar
5482,sumpah kamu doang yg bikin gua ketawa tertawa anjirrr bikin video yg banyak bang,positif,tidak kasar
5483,sumpah ngakak,positif,tidak kasar
5484,sumpah ngakak emg bocor bg eric wwkwkwwkwk,positif,tidak kasar
5485,sumpah ngakak gw rikk ers,positif,tidak kasar
5486,sumpah ngakak nonstop ajg btw intro yg ini aja rik,positif,tidak kasar
5487,sumpah nguakakkkkk,positif,tidak kasar
5488,sumpah para hetters goblok semua ngomong aja gx nyambung,negatif,kasar
5489,sumpah tanya no ngakak banget asliube bisa lu jajanin,positif,tidak kasar
5490,sumpah rick chaneel lu itu mengibur gua banget anjayy thank you,positif,tidak kasar
5491,sumpah rikmukalokayakontolkejepitdanlojangansoksuci kerenmasihneteaja,positif,tidak kasar
5492,sumpah tertawa caption nya njer video nya lebih bikin tertawa unggu endorses tol,positif,tidak kasar
5493,sumpah tertawa gua bangck soal elu laki coba elu cewek aku ewe,positif,tidak kasar
5494,sumpah tertawa lanjut eric mantr,positif,tidak kasar
5495,sumpah tertawa liat expersi kamu bang kalau buat konten makan roti pakai alas kos kaki bang kos kaki sudah lama cuci lucu bener atain orang sok ganteng aku pen tertawa banget sama haters kamu bang yg engga mikir dulu kalau mau ngehujat alah bener akan balas sendiri nya makas salam ib,positif,tidak kasar
5496,sumpah tertawa pas bagaimana ganteng wwkwkwkwkkwkwkwkwk,positif,tidak kasar
5497,sumpah w ngakak karena w lagi di net yg tenang dan gw ketawa sendiri udh kek orang sakit jiwa v,positif,tidak kasar
5498,sumpah we tertawa njirr,positif,tidak kasar
5499,sumpah ya bang kapan ke semarang fans berat sumpah,positif,tidak kasar
5500,sumpahh banget gua dari dulu liat video arap tapi ga ada niat buat subscribe v why gituu why erikonto,negatif,kasar
5501,sumpahhhh xthn gua wkkwwkw,positif,tidak kasar
5502,sunat duls baru gans,positif,tidak kasar
5503,sungguh sayang untuk para haters cuvluk,positif,tidak kasar
5504,sungguh komen yang sangat ber faidah,positif,tidak kasar
5505,sunscribeer yg ngebacotin pasti bocah gk tau sifat asli lu di belakang kamera,positif,tidak kasar
5506,sup malam hari,positif,tidak kasar
5507,super bang,positif,tidak kasar
5508,support aja lah aku mah,positif,tidak kasar
5509,support for ericko,positif,tidak kasar
5510,support lu rick gw,positif,tidak kasar
5511,surbay bro aku di skip,positif,tidak kasar
5512,surga vs neraka mah,positif,tidak kasar
5513,suruh hapus maksud orang primitif nya,positif,tidak kasar
5514,suruh kamu,positif,tidak kasar
5515,susu kental manis,positif,tidak kasar
5516,susu kntl manis dulu bang,positif,tidak kasar
5517,susukntlmanis,positif,tidak kasar
5518,sy juga gak mau indonesia jdi pecah belah kali,positif,tidak kasar
5519,syalom mas erick,positif,tidak kasar
5520,syang erick,positif,tidak kasar
5521,syap buat konten yang ga faedah lagi tapi hibur jangan pikir haters haters piki keri kan haters sumber duit ya ga,negatif,kasar
5522,t,positif,tidak kasar
5523,t tit kamu ganteng bang,positif,tidak kasar
5524,t vid,positif,tidak kasar
5525,tabah hati keras taimu,positif,tidak kasar
5526,tadi gua mau komen apa yak,positif,tidak kasar
5527,tadi nyuruh subscribe terus makanya aku subscribe x,positif,tidak kasar
5528,tadi si erick bangga kontoollll haters hasil duiit begoo,positif,tidak kasar
5529,taek haters,positif,tidak kasar
5530,taek wkekekw,positif,tidak kasar
5531,tahan anak muda,positif,tidak kasar
5532,tahu bulat goreng dada dollar gurihhhh,positif,tidak kasar
5533,taik asu cok rai plagiat asu,positif,tidak kasar
5534,taikk,positif,tidak kasar
5535,taiyou ni hoero judul lagu ericko lim sering setel video wkwkwkwkwkwkwkwk,positif,tidak kasar
5536,tak apa erick penting halal,positif,tidak kasar
5537,takut kamu kalau umat islam satu,positif,tidak kasar
5538,takuto harsakusumah kanehira wkwkwk usaha bro,positif,tidak kasar
5539,tambah cancerrr malah,positif,tidak kasar
5540,tampol bang erik haters kamu yg muka dajjal,positif,tidak kasar
5541,tampolin pake peler bang tol,positif,tidak kasar
5542,tan gw selalu ngakak dengan semua video lu v,positif,tidak kasar
5543,tanda akhir zaman ni org,positif,tidak kasar
5544,tanda kiamat ketika eric jadi kontenkreator manfaat,positif,tidak kasar
5545,tanpa haters youtuber besar jadi apa,positif,tidak kasar
5546,tanpa kalian sadar para haters yg masuk komen,positif,tidak kasar
5547,tapi boong,negatif,kasar
5548,tapi coli lancar kan rick,negatif,kasar
5549,tapi gua rasa bantu dengan chanel lu bang yg sangat didik bagi mereka yg ngata ngatain lu arti mereka sirik dan ngga mampu tuk bisa jadi kaya luenumbuhkan dosa gak tau juga agama lu apa yang jelas tiap agama punya tuju idup,negatif,kasar
5550,tapi gw tetep jadi fans lu kok rick,negatif,kasar
5551,tarik nafas yang dalam hembus,positif,tidak kasar
5552,tarik napas dalam,positif,tidak kasar
5553,tau asli bang eric sijgn asal hina gitu dongchannel youtube kamu kok kaya vidio dunia akan hancur yaa bang,negatif,kasar
5554,tau bully orang chenel kamu liat pikir otak kamu dasar w t f bocah micin,positif,tidak kasar
5555,tau dri mana ngelike aowkwkwk dan w bkn haters ericko,positif,tidak kasar
5556,tau gitu gua jadi haters lu broo biar bisa di baca ama lu spa tau aja sub gua naik drastis,positif,tidak kasar
5557,tau gitu gw komen toxic biar lo baca rik,positif,tidak kasar
5558,tau kamu,positif,tidak kasar
5559,tau rasa dibuly makanya jg buli orang anjink,positif,tidak kasar
5560,taur ae karo arek bonekk anjink ngomong tokk,positif,tidak kasar
5561,tayo,positif,tidak kasar
5562,tdnya nge bully kok sekarang ngebela,positif,tidak kasar
5563,te best intro is back,positif,tidak kasar
5564,teguh suganda kok ngegas,positif,tidak kasar
5565,teh asuu,positif,tidak kasar
5566,teman teman hari aku ulang tahun ucapin apa gitu kamu janji mau collab sama agung hapsah gua nunggunungguin,positif,tidak kasar
5567,tembus juta akhir tahun kamu mau ngapaiin nyukk,positif,tidak kasar
5568,temen wkwk wish thebest lah for you tod,positif,tidak kasar
5569,tempat gw hujan jing,positif,tidak kasar
5570,tempeekk,positif,tidak kasar
5571,tempik,positif,tidak kasar
5572,tenang,positif,tidak kasar
5573,tenang aja bang haters buat kamu kaya,positif,tidak kasar
5574,tenang aja rik makin banyak haters kamu bahkan makin banyak kenal orang aku vidio kamu cuma buat aku ketawa ketawa aja gitu poko mah sukses terus buat kamu rik,positif,tidak kasar
5575,tenang bang erick gua tonton setia lo konten yg lo buat seru gak monoton gg terusin bang,positif,tidak kasar
5576,tenang bang ericko banyak support kamu,positif,tidak kasar
5577,tenang bang gua bantuin kamu ta,positif,tidak kasar
5578,tenang bang gua dukung lu tiap lu buat video gw selalu like x,positif,tidak kasar
5579,tenang bang gw soapersss sejati gak bakal hate lo,positif,tidak kasar
5580,tenang bang haters kamu sana ambil dislike video kamu,positif,tidak kasar
5581,tenang bang lu ganteng kok,positif,tidak kasar
5582,tenang bosque walaupun suatu saat nanti subs lu pada bubar inget gw setia ama lu bos ga peduli walau subs lu gw gw ga masalah lu tocxic or what ever lah,positif,tidak kasar
5583,tenang just fucking play mobile ent t,positif,tidak kasar
5584,tenang masih banyak yang respect sama lu rick,positif,tidak kasar
5585,tenang rick gw selalu stay soapers ga pernah skip iklan dong,positif,tidak kasar
5586,tenang rik aku fans kamu abai aja hatter hatter bajing,positif,tidak kasar
5587,tenang rik gua tetep subscribe kamu,positif,tidak kasar
5588,tenang rik gw soapers setia lu rik otoll,positif,tidak kasar
5589,teng teng teng teng teng teng teng teng teng teng teng,positif,tidak kasar
5590,tepat nya ini baca kemarin,positif,tidak kasar
5591,ter cuma ngomong doang emang kamu suskreb juga usaha bujank kamu cuma ejek usaha kagak haters kntl,positif,tidak kasar
5592,tercydkkkk,positif,tidak kasar
5593,hibur w gara gara konten lu wkwke,positif,tidak kasar
5594,terimakasih bang udah ngehibur,positif,tidak kasar
5595,terimakasih ericko lim,positif,tidak kasar
5596,terimakasih haters kalian buat ku punya konten terimakasih deaw iblis ginii yaa todd orangg enggak lemah repstronot kamu ea,positif,tidak kasar
5597,terimakasih lah pada hatters karena udh nonton sampe habis v udh komen v,positif,tidak kasar
5598,terimakasih sekarang aku motivasi makin semangat buat positif,positif,tidak kasar
5599,terimkasih heaters,positif,tidak kasar
5600,terkentoddddwan sate,positif,tidak kasar
5601,terlalu baper itu bang haters lugx biar gue yg di buly subsciber lu wkwkw,positif,tidak kasar
5602,terlalu serius nonton yt buat hibur aja lah guys,positif,tidak kasar
5603,nyata erickontoru habis konten,positif,tidak kasar
5604,ternyataa haters haterss lu goblok yaa rikk banyak minum kiranti hahaah,negatif,kasar
5605,serah lu tod,positif,tidak kasar
5606,tertawa,positif,tidak kasar
5607,tertawa,positif,tidak kasar
5608,tertawa a pinkguy jan paksain pls,positif,tidak kasar
5609,tertawa ajg ama hatterss kamu,positif,tidak kasar
5610,tertawa ajg jt beli subscribe wkwk ada otak ajg gblk sampe dna tulang,positif,tidak kasar
5611,tertawa ajg sering gitu tod,positif,tidak kasar
5612,tertawa ajg wkwkwkwkkwk,positif,tidak kasar
5613,tertawa aku bang,positif,tidak kasar
5614,tertawa aku bang nontonya,positif,tidak kasar
5615,tertawa aku liat ni video bang terus karya,positif,tidak kasar
5616,tertawa aku ngentodd,positif,tidak kasar
5617,tertawa aku pas masha sulap,positif,tidak kasar
5618,tertawa ane kalau liat konten kamu bang,positif,tidak kasar
5619,tertawa anjay icko aku ken tau tipe tipe manusia aneh cipta tuhan walaupun liat salah mata aku yaaa manusia punya pilih hidup masing masuk haters kalau tuhan ciptain manusia se tipe hape pc alat kamu gunain sama speknya kalau semua sama asek kali sungai got garing idup tjoy wasalal lah,negatif,kasar
5620,tertawa anjeng,positif,tidak kasar
5621,tertawa anjg aku tertawa banget sumpah,positif,tidak kasar
5622,tertawa anjink,positif,tidak kasar
5623,tertawa anjink,positif,tidak kasar
5624,tertawa anjink banyak bulian enak ngentod,positif,tidak kasar
5625,tertawa anjinkk,positif,tidak kasar
5626,tertawa anjirrr mem k ngilu wkwk,positif,tidak kasar
5627,tertawa anjrit guaa,positif,tidak kasar
5628,tertawa anying,positif,tidak kasar
5629,tertawa asli bang stiap liat channel kamu,positif,tidak kasar
5630,tertawa asu,positif,tidak kasar
5631,tertawa asuu,positif,tidak kasar
5632,tertawa asw,positif,tidak kasar
5633,tertawa bang,positif,tidak kasar
5634,tertawa bang liat,positif,tidak kasar
5635,tertawa bang next time coba buat konten motivasi ericko golden ways bangg,positif,tidak kasar
5636,tertawa banget bang sampek aku hafal semua iklan iklan tidak aku skip,positif,tidak kasar
5637,tertawa bangsadddd,positif,tidak kasar
5638,tertawa bangsaddddd,positif,tidak kasar
5639,tertawa bener ni video,positif,tidak kasar
5640,tertawa bet,positif,tidak kasar
5641,tertawa bng rikhater make you famous,positif,tidak kasar
5642,tertawa bngsad,positif,tidak kasar
5643,tertawa bngsd,positif,tidak kasar
5644,tertawa boss wkwk,positif,tidak kasar
5645,tertawa cuk aku mah dukung luh rik,positif,tidak kasar
5646,tertawa cun erickolim kasi,positif,tidak kasar
5647,tertawa elete channel aja kamu bikin video lucu,positif,tidak kasar
5648,tertawa gan,positif,tidak kasar
5649,tertawa gblk,positif,tidak kasar
5650,tertawa gendel,positif,tidak kasar
5651,tertawa gua liat gaya kamu bicara bang,positif,tidak kasar
5652,tertawa gua mah,positif,tidak kasar
5653,tertawa gua maju teruss bangg,positif,tidak kasar
5654,tertawa gua njir nice soapkingyg w skip asu,positif,tidak kasar
5655,tertawa gwe bang,positif,tidak kasar
5656,tertawa haters wkkw,positif,tidak kasar
5657,tertawa kntl,positif,tidak kasar
5658,tertawa liat ericko lim lw lg ngantri shaburi kintan sama cew n bokap nyokap,positif,tidak kasar
5659,tertawa liat video loooo,positif,tidak kasar
5660,tertawa mulu aku kali liat video aja yg haters pd bocah ngentod smua,positif,tidak kasar
5661,tertawa nggax tahan aku hahahahahaah,positif,tidak kasar
5662,tertawa njing,positif,tidak kasar
5663,tertawa njing haha,positif,tidak kasar
5664,tertawa njink,positif,tidak kasar
5665,tertawa njirr,positif,tidak kasar
5666,tertawa njirrr,positif,tidak kasar
5667,tertawa nntnnyaa semangat terus bang,positif,tidak kasar
5668,tertawa nonton erick ten kamu yg pas k an subscribe seru aja macem konrenya pink guy reaction awkarin,positif,tidak kasar
5669,tertawa nonton vidio anjg kwkwjw,positif,tidak kasar
5670,tertawa nontonya wkwkwk hibur,positif,tidak kasar
5671,tertawa nying,positif,tidak kasar
5672,tertawa online,positif,tidak kasar
5673,tertawa pas bilang bau m k,positif,tidak kasar
5674,tertawa qw njir,positif,tidak kasar
5675,tertawa sendiri gua liat vidio kamu bang wkwkwkwkunfaedah hh,positif,tidak kasar
5676,tertawa sial emang berfaefah cuma bikin org tertawa sia channel didik,negatif,kasar
5677,tertawa smpahhh smoga subscribe kamu bnyak bang,positif,tidak kasar
5678,tertawa so hard pepek ampe ngilu hahahahaha,positif,tidak kasar
5679,tertawa sumpah dah chanel guna,positif,tidak kasar
5680,tertawa sumpahanin tulis mulai video,positif,tidak kasar
5681,tertawa suuu akwaokaokwok,positif,tidak kasar
5682,tertawa teroddddd wkaowkaowkaowk,positif,tidak kasar
5683,tertawa tiap nntn kamu rickermotivasi makin semangat buat positif,positif,tidak kasar
5684,tertawa uas mu bawa pulang lah satu wanita,positif,tidak kasar
5685,tertawa v,positif,tidak kasar
5686,tertawa wkwk jadi org jangan baperan lah wkwk namany jg channel hibur se kamu ngalir nying,positif,tidak kasar
5687,tertawa wkwkwk,positif,tidak kasar
5688,terus,positif,tidak kasar
5689,terus aj rick bikin konten cmn saran gw hilangin ngmong jorok,positif,tidak kasar
5690,terus aja karya rick,positif,tidak kasar
5691,terus bang bikin vidio,positif,tidak kasar
5692,terus bekarya bangs sedikit gila ya bang semangatt bangg eriko no smile,negatif,kasar
5693,terus karya bang abain aja haters,positif,tidak kasar
5694,terus karya bang colim,positif,tidak kasar
5695,terus karya bang ericko nama sya juga rycco wkwkwk,positif,tidak kasar
5696,terus karya bangtoll gw dukung lo bangtol,positif,tidak kasar
5697,terus karya rik jangan dengerin omong haters,positif,tidak kasar
5698,terus karya tod,positif,tidak kasar
5699,terus diikutin gitu,positif,tidak kasar
5700,terus gua peduli apa faedah upload video gajelas,positif,tidak kasar
5701,terus juang aja bang,positif,tidak kasar
5702,terus karya bang,positif,tidak kasar
5703,terus karya bang ericko ganteng suport abang ericko,positif,tidak kasar
5704,terus karya buat kamu buktiin suatu hari bahwa cemohan itu ubah jadi tepuk tangan buat kamu,positif,tidak kasar
5705,terus karya lah crazy fucking human lawakanlo buat mood gua happy banget walaupun satu gada didik hahahahahahah apresiasi banget buat kamu hahahaha,positif,tidak kasar
5706,terus karya mu nak,positif,tidak kasar
5707,terus karya rik banyak yg dukung lohaters aku tau kok kamu di video sama asli beda kamu di depan kamera cuman internet personality aja u kenal,positif,tidak kasar
5708,terus kaya nge toxic terus jfn denget kata orang,positif,tidak kasar
5709,terus konsisten bang,positif,tidak kasar
5710,terus kreasi rick banyak hetersnya,positif,tidak kasar
5711,terus lanjut chanel kamu bang aku jadi dapat hibur ontol mu,positif,tidak kasar
5712,terus maju bang gua subs chanel lu mulai dari rb subs gue mas ingat itu bang,positif,tidak kasar
5713,terus saia ini apa,positif,tidak kasar
5714,terus semangat bang,positif,tidak kasar
5715,terus semangat bang meski ngehina kamu selow aku dukung kamu bang,positif,tidak kasar
5716,terus semangat ericko lim lupain aja haters,positif,tidak kasar
5717,terus sin aja kak eric biar rin aja orang mau bilang apa,positif,tidak kasar
5718,terusin aja karya lo rik haters bikin lu makin kaya,positif,tidak kasar
5719,terusin bang lanjutin bikin konten toxic,positif,tidak kasar
5720,terusin bang yak ngakak gw asli awkowkwowkwowkkk,positif,tidak kasar
5721,terusin karya luh bang jelass,positif,tidak kasar
5722,terusin rik,positif,tidak kasar
5723,terus karya mu bang,positif,tidak kasar
5724,teruz karya,positif,tidak kasar
5725,tetap aja ngakak asw v,positif,tidak kasar
5726,tetap karya bang,positif,tidak kasar
5727,tetap karya ric jangan delead channel gua dukung lo,positif,tidak kasar
5728,tetap karya yaa tod,positif,tidak kasar
5729,tetap di diri bang erik jangan goyah sedikit pun,positif,tidak kasar
5730,tetap diri bang semangat,positif,tidak kasar
5731,tetap erick yg pling the best,positif,tidak kasar
5732,tetap karya bg rick,positif,tidak kasar
5733,tetap nnton sampe sekarang kaga tinggal rick,positif,tidak kasar
5734,tetap semangat,positif,tidak kasar
5735,tetap semangat,positif,tidak kasar
5736,tetap semangat bang,positif,tidak kasar
5737,tetap semangat brada,positif,tidak kasar
5738,tetap semangat bro nama juga utk hibur btw intro lu legendaris anj ng,positif,tidak kasar
5739,tetap semangat kak jangan dengerin omong orang v,positif,tidak kasar
5740,tetap semangat njing keep support kamu kntl,positif,tidak kasar
5741,tetap semangat rik gue dukung lu,positif,tidak kasar
5742,tetap semangat terus karya,positif,tidak kasar
5743,tetap sini,positif,tidak kasar
5744,tetap tabah bang nge hadapin para haters,positif,tidak kasar
5745,tetap toxic tod,positif,tidak kasar
5746,tetap pada diri lo rik,positif,tidak kasar
5747,tetekers mana suara nya,positif,tidak kasar
5748,tetenya kim hitam kata,positif,tidak kasar
5749,tetep bekarya aja bang,positif,tidak kasar
5750,tetep jadi diri lo sendiri rickt lu,positif,tidak kasar
5751,tetep jadi gw,positif,tidak kasar
5752,tetep semangat aja rick keep charming stay focus and still going at this channel,positif,tidak kasar
5753,tetep semangat bang,positif,tidak kasar
5754,tetep semangat bang hahaha njir dah gua tertawa ntn yelah deh haters bisa aja bikin channel youtube video yg didik juta subscribers,positif,tidak kasar
5755,tetep semangat ngonten bang,positif,tidak kasar
5756,tetep semangat panutanq,positif,tidak kasar
5757,tetep semangat rick kamu punya yg punya ytber,positif,tidak kasar
5758,tetepp berkaryaa bangg,positif,tidak kasar
5759,tetet eret tetet tereteretetett bow bow,positif,tidak kasar
5760,tetew,positif,tidak kasar
5761,thalasya kamu manusia bukan,positif,tidak kasar
5762,thalsya,positif,tidak kasar
5763,thanks you yakult,positif,tidak kasar
5764,that s why i subscribe you rick,positif,tidak kasar
5765,the bast franco indo,positif,tidak kasar
5766,the best bangg,positif,tidak kasar
5767,the best bosqu cuma nontonin video lu gua bisa ketawa ngakak,positif,tidak kasar
5768,the best ericko lim,positif,tidak kasar
5769,the best intro,positif,tidak kasar
5770,the best intro,positif,tidak kasar
5771,the best intro ericko lim,positif,tidak kasar
5772,the best intro in the world v,positif,tidak kasar
5773,the best intro legend,positif,tidak kasar
5774,the best intro legend favorit,positif,tidak kasar
5775,the best introoo is kambek broooo,positif,tidak kasar
5776,the best lah buat kamu bang,positif,tidak kasar
5777,the best ngtd,positif,tidak kasar
5778,the best part ever v,positif,tidak kasar
5779,the besta renti toxic masih ngomong kotor,positif,tidak kasar
5780,the bestttttt introoooooo,positif,tidak kasar
5781,the fucking best lahh erick hahha tau cara buat hatters makin nonton hahaha,positif,tidak kasar
5782,the next king youtube,positif,tidak kasar
5783,the next yanglex dah tu aja,positif,tidak kasar
5784,the old intro is back,positif,tidak kasar
5785,the one and only,positif,tidak kasar
5786,the realsoapking,positif,tidak kasar
5787,there is a button called restricted mode,positif,tidak kasar
5788,this filthyfrank,positif,tidak kasar
5789,this guy is lit broo,positif,tidak kasar
5790,this is ma boy ericko lim,positif,tidak kasar
5791,this is the real king not aahhhha,positif,tidak kasar
5792,this is why i love soapking,positif,tidak kasar
5793,thomas and friends,positif,tidak kasar
5794,thumbnail haters kok jahat kapan haters baik konto,positif,tidak kasar
5795,thumbnail nya qory gore ajg,positif,tidak kasar
5796,tidak ikut comment buang waktu ngapain ngurusin tidak faedah mending tonton terus like gitu doang,positif,tidak kasar
5797,tidak kamu kalau kreasi dunia youtube nggk usah terlalu sombong lah,positif,tidak kasar
5798,tidak punya ko tol komen pertama ya nge hibur bang pikir positif aj mungkin anak bawah umur nonton video mu bang,positif,tidak kasar
5799,tidak suka benci tetep aja tonton kan gblk hatersnya,positif,tidak kasar
5800,tierison,positif,tidak kasar
5801,tiga ratus tahun atas parental advisory,positif,tidak kasar
5802,tigreal,positif,tidak kasar
5803,tinggal bilang,positif,tidak kasar
5804,titis dajjal,positif,tidak kasar
5805,tnks hatters berkat lu gw dpt konten trus dapet duit deh,positif,tidak kasar
5806,tobat lah laku mu udah keluar batas ingat nonton bukan orang dewasa anak kecil nonto mending ente hapus vidio bahaya ituhara,positif,tidak kasar
